title,speaker,duration,url
Unsolicited Advice: Boeing & how to lead in a crisis,Fixable,18:54,https://ted.com/talks/fixable_unsolicited_advice_boeing_how_to_lead_in_a_crisis
Ideas change everything \'97 and what's next for TED,Chris Anderson and Monique Ruff-Bell,20:38,https://ted.com/talks/chris_anderson_and_monique_ruff_bell_ideas_change_everything_and_what_s_next_for_ted
ALOK is microdosing creativity and rejecting norms,How to Be a Better Human,36:37,https://ted.com/talks/how_to_be_a_better_human_alok_is_microdosing_creativity_and_rejecting_norms
The bias behind your undiagnosed chronic pain,TED Health,19:36,https://ted.com/talks/ted_health_the_bias_behind_your_undiagnosed_chronic_pain
How Bill Gates spends $9 billion a year,The TED Interview,50:22,https://ted.com/talks/the_ted_interview_how_bill_gates_spends_9_billion_a_year
How to find creativity and purpose in the face of adversity,Suleika Jaouad,39:09,https://ted.com/talks/suleika_jaouad_how_to_find_creativity_and_purpose_in_the_face_of_adversity
How to outsmart bias at work,Fixable,35:27,https://ted.com/talks/fixable_how_to_outsmart_bias_at_work
What will you do with your one wild and precious planet?,How to Be a Better Human,34:22,https://ted.com/talks/how_to_be_a_better_human_what_will_you_do_with_your_one_wild_and_precious_planet
The Spermageddon is coming,Am I Normal? with Mona Chalabi,29:16,https://ted.com/talks/am_i_normal_with_mona_chalabi_the_spermageddon_is_coming
TED is 40 \'97 here's how it all started,Chris Anderson and Richard Saul Wurman,53:43,https://ted.com/talks/chris_anderson_and_richard_saul_wurman_ted_is_40_here_s_how_it_all_started
Hidden Figures author Margot Lee Shetterly on reframing the stories we tell,ReThinking with Adam Grant,36:58,https://ted.com/talks/rethinking_with_adam_grant_hidden_figures_author_margot_lee_shetterly_on_reframing_the_stories_we_tell
The artists re-framing Chicago,Far Flung with Saleem Reshamwala,35:06,https://ted.com/talks/far_flung_with_saleem_reshamwala_the_artists_re_framing_chicago
"An Israeli and a Palestinian talk peace, dignity and safety",Ali Abu Awwad and Ami Dar,43:34,https://ted.com/talks/ali_abu_awwad_and_ami_dar_an_israeli_and_a_palestinian_talk_peace_dignity_and_safety
The hidden world of stadium deals,Good Sport,29:41,https://ted.com/talks/good_sport_the_hidden_world_of_stadium_deals_jul_2024
How to think critically about history \'97 and why it matters,How to Be a Better Human,28:15,https://ted.com/talks/how_to_be_a_better_human_how_to_think_critically_about_history_and_why_it_matters
Advice for leaders on creating a culture of belonging,Melonie D. Parker,19:34,https://ted.com/talks/melonie_d_parker_advice_for_leaders_on_creating_a_culture_of_belonging
How film changes the way we see the world,Ava DuVernay,19:54,https://ted.com/talks/ava_duvernay_how_film_changes_the_way_we_see_the_world
The US vs. itself \'97 and other top global risks in 2024,Ian Bremmer,42:51,https://ted.com/talks/ian_bremmer_the_us_vs_itself_and_other_top_global_risks_in_2024
It's time for infectious generosity. Here's how,Chris Anderson,19:28,https://ted.com/talks/chris_anderson_it_s_time_for_infectious_generosity_here_s_how
ChatGPT did not title this podcast,ReThinking with Adam Grant,54:24,https://ted.com/talks/rethinking_with_adam_grant_chatgpt_did_not_title_this_podcast
What it's like to find your birth parent,Am I Normal? with Mona Chalabi,20:47,https://ted.com/talks/am_i_normal_with_mona_chalabi_what_it_s_like_to_find_your_birth_parent
The science of happiness with Laurie Santos,How to Be a Better Human,35:43,https://ted.com/talks/how_to_be_a_better_human_the_science_of_happiness_with_laurie_santos
The evolution of AI \'97 and how it will impact human creativity,Reid Hoffman and Kevin Scott,23:12,https://ted.com/talks/design_matters_with_debbie_millman_rick_rubin
Life lessons from Beethoven's Symphony No. 9,Benjamin Zander,19:09,https://ted.com/talks/benjamin_zander_life_lessons_from_beethoven_s_symphony_no_9
TED Explores: A New Climate Vision,TED Countdown,56:43,https://ted.com/talks/ted_countdown_ted_explores_a_new_climate_vision
When Biden met Xi (and what's going on with the US and China),Ian Bremmer,42:55,https://ted.com/talks/ian_bremmer_when_biden_met_xi_and_what_s_going_on_with_the_us_and_china
The power of unconventional thinking,David McWilliams,18:06,https://ted.com/talks/david_mcwilliams_the_power_of_unconventional_thinking
How comedy helps us deal with hard truths,Roy Wood Jr.,36:47,https://ted.com/talks/roy_wood_jr_how_comedy_helps_us_deal_with_hard_truths
How to self-promote without shame,Fixable,30:19,https://ted.com/talks/fixable_how_to_self_promote_without_shame
