title,speaker,duration,url
Why you should forget about setting goals,ReThinking with Adam Grant,38:58,https://ted.com/talks/rethinking_with_adam_grant_why_you_should_forget_about_setting_goals
The fight for freedom in Iran and Ukraine,Christiane Amanpour,29:51,https://ted.com/talks/christiane_amanpour_the_fight_for_freedom_in_iran_and_ukraine
Busting the myths of the brain with neuroscientist Chantel Prat,ReThinking with Adam Grant,46:24,https://ted.com/talks/rethinking_with_adam_grant_busting_the_myths_of_the_brain_with_neuroscientist_chantel_prat
Surgeon Atul Gawande wants everyone to have a coach,ReThinking with Adam Grant,40:35,https://ted.com/talks/rethinking_with_adam_grant_surgeon_atul_gawande_wants_everyone_to_have_a_coach
The danger and devotion of fighting for women in Afghanistan,Tamana Ayazi and Kat Craig,23:45,https://ted.com/talks/tamana_ayazi_and_kat_craig_the_danger_and_devotion_of_fighting_for_women_in_afghanistan
The global opportunity to accelerate Africa's sustainable future,Vanessa Nakate and Mary Robinson,25:13,https://ted.com/talks/vanessa_nakate_and_mary_robinson_the_global_opportunity_to_accelerate_africa_s_sustainable_future
"Is there a role for carbon credits in the transition to a fair, net-zero future?",TED Countdown,36:18,https://ted.com/talks/ted_countdown_is_there_a_role_for_carbon_credits_in_the_transition_to_a_fair_net_zero_future
The marvels and mysteries revealed by the James Webb Space Telescope,Heidi Hammel and Nadia Drake,26:55,https://ted.com/talks/ted_countdown_ted_countdown_dilemma_series_carbon_credits_session_2
How to transform your climate concern into action,Jane Fonda,23:36,https://ted.com/talks/jane_fonda_how_to_transform_your_climate_concern_into_action
The community-building potential of the arts,Lily Yeh,22:24,https://ted.com/talks/lily_yeh_the_community_building_potential_of_the_arts
Is the pandemic actually over? It's complicated,Anthony Fauci,28:25,https://ted.com/talks/anthony_fauci_is_the_pandemic_actually_over_it_s_complicated
Mark Cuban doesn't believe in following your passions,ReThinking with Adam Grant,43:43,https://ted.com/talks/rethinking_with_adam_grant_mark_cuban_doesn_t_believe_in_following_your_passions
Is humanity smart enough to survive itself?,Jeanette Winterson,18:21,https://ted.com/talks/jeanette_winterson_is_humanity_smart_enough_to_survive_itself
"Writing, comedy and storytelling in a messed-up world",Maeve Higgins,35:13,https://ted.com/talks/maeve_higgins_writing_comedy_and_storytelling_in_a_messed_up_world
The bittersweet joy in longing,Susan Cain,24:29,https://ted.com/talks/susan_cain_the_bittersweet_joy_in_longing
The Island of Missing Trees,Elif Shafak,29:25,https://ted.com/talks/elif_shafak_the_island_of_missing_trees
How will Icelandic survive the digital age?,Far Flung,42:50,https://ted.com/talks/far_flung_how_will_icelandic_survive_the_digital_age
The Menopause Manifesto,Jen Gunter,37:00,https://ted.com/talks/jen_gunter_the_menopause_manifesto
Discovering my love of words,Jacqueline Woodson,32:46,https://ted.com/talks/jacqueline_woodson_discovering_my_love_of_words
The meaning of home \'96 and the joy of traveling,Pico Iyer,21:01,https://ted.com/talks/pico_iyer_the_meaning_of_home_and_the_joy_of_traveling
Who should pay for a first date?,Jared Freid,18:13,https://ted.com/talks/jared_freid_who_should_pay_for_a_first_date
Stories of photographing monumental people -- from Michelle Obama to Stephen Hawking,Platon,18:28,https://ted.com/talks/platon_stories_of_photographing_monumental_people_from_michelle_obama_to_stephen_hawking
Where on Earth will people live in the future?,Parag Khanna,18:43,https://ted.com/talks/parag_khanna_where_on_earth_will_people_live_in_the_future
What can animals teach us about sex and gender?,Lucy Cooke,52:49,https://ted.com/talks/lucy_cooke_what_can_animals_teach_us_about_sex_and_gender
The secret Somali mixtapes,Far Flung,28:49,https://ted.com/talks/far_flung_the_secret_somali_mixtapes
How to change your workplace,WorkLife with Adam Grant,37:51,https://ted.com/talks/worklife_with_adam_grant_how_to_change_your_workplace
How to tap into your whole brain,Jill Bolte Taylor,58:31,https://ted.com/talks/jill_bolte_taylor_how_to_tap_into_your_whole_brain
Caracas' magic bus,Far Flung,29:04,https://ted.com/talks/far_flung_caracas_magic_bus
The 4 Deadly Sins of Work Culture,WorkLife with Adam Grant,41:06,https://ted.com/talks/worklife_with_adam_grant_the_4_deadly_sins_of_work_culture
It's Time To Stop Ignoring Disability,WorkLife with Adam Grant,40:25,https://ted.com/talks/worklife_with_adam_grant_it_s_time_to_stop_ignoring_disability
How to unite people through art (with JR),How to Be a Better Human,29:28,https://ted.com/talks/how_to_be_a_better_human_how_to_unite_people_through_art_with_jr
Redesigning education for the most vulnerable helps everyone,Luma Mufleh,54:34,https://ted.com/talks/luma_mufleh_redesigning_education_for_the_most_vulnerable_helps_everyone
The Do's And Don'ts Of Returning To The Office,WorkLife with Adam Grant,37:39,https://ted.com/talks/worklife_with_adam_grant_the_do_s_and_don_ts_of_returning_to_the_office
How to humanize the justice system and build trust,Victoria Pratt,57:09,https://ted.com/talks/victoria_pratt_how_to_humanize_the_justice_system_and_build_trust
How everyday people can tackle the world's biggest problems,"Celina de Sola, Edith Elliott and Nonette Royo",56:37,https://ted.com/talks/celina_de_sola_edith_elliott_and_nonette_royo_how_everyday_people_can_tackle_the_world_s_biggest_problems
"The workplace, redefined by women of color",Deepa Purushothaman,19:14,https://ted.com/talks/mary_ziegler_loretta_j_ross_erika_bachiochi_joshua_prager_the_future_of_us_reproductive_rights_after_roe_v_wade
Breaking up with perfectionism,WorkLife with Adam Grant,41:50,https://ted.com/talks/worklife_with_adam_grant_breaking_up_with_perfectionism
"We should allow sad days, not just sick days",WorkLife with Adam Grant,39:09,https://ted.com/talks/worklife_with_adam_grant_we_should_allow_sad_days_not_just_sick_days
Is it Safe to Speak Up at Work?,WorkLife with Adam Grant,37:32,https://ted.com/talks/worklife_with_adam_grant_is_it_safe_to_speak_up_at_work
Why it Pays to Raise Pay,WorkLife with Adam Grant,44:41,https://ted.com/talks/worklife_with_adam_grant_why_it_pays_to_raise_pay_jul_2022
How to Build an Inclusive Workplace,WorkLife with Adam Grant,50:44,https://ted.com/talks/worklife_with_adam_grant_how_to_build_an_inclusive_workplace
"Dolly Parton is burning up, not burning out",WorkLife with Adam Grant,25:43,https://ted.com/talks/worklife_with_adam_grant_dolly_parton_is_burning_up_not_burning_out
How To Pitch Your Best Ideas,WorkLife with Adam Grant,43:05,https://ted.com/talks/worklife_with_adam_grant_how_to_pitch_your_best_ideas
Rethinking Flexibility at Work,WorkLife with Adam Grant,37:13,https://ted.com/talks/worklife_with_adam_grant_rethinking_flexibility_at_work
The Not-So-Great Resignation,WorkLife with Adam Grant,37:32,https://ted.com/talks/worklife_with_adam_grant_the_not_so_great_resignation
Leadership lessons from Zelenskyy and Putin,WorkLife with Adam Grant,36:56,https://ted.com/talks/worklife_with_adam_grant_leadership_lessons_from_zelenskyy_and_putin
How mRNA medicine will change the world,Melissa J. Moore,18:00,https://ted.com/talks/melissa_j_moore_how_mrna_medicine_will_change_the_world
"Elon Musk talks Twitter, Tesla and how his brain works \'97 live at TED2022",Elon Musk,53:01,https://ted.com/talks/elon_musk_a_future_worth_getting_excited_about
How science fiction can shape our reality,Your Undivided Attention,28:01,https://ted.com/talks/your_undivided_attention_how_science_fiction_can_shape_our_reality
Who's the Boss?,WorkLife with Adam Grant,41:13,https://ted.com/talks/worklife_with_adam_grant_who_s_the_boss
How to bust bias at work,WorkLife with Adam Grant,43:20,https://ted.com/talks/worklife_with_adam_grant_how_to_bust_bias_at_work
Dax Shepard doesn't believe in regret,WorkLife with Adam Grant,46:00,https://ted.com/talks/worklife_with_adam_grant_dax_shepard_doesn_t_believe_in_regret
Glennon Doyle wants you to abandon identity,WorkLife with Adam Grant,39:00,https://ted.com/talks/worklife_with_adam_grant_glennon_doyle_wants_you_to_abandon_identity
The Science of Productive Conflict,WorkLife with Adam Grant,39:54,https://ted.com/talks/worklife_with_adam_grant_the_science_of_productive_conflict
How I became the world's first publicly traded person,Mike Merrill,22:14,https://ted.com/talks/mike_merrill_how_i_became_the_world_s_first_publicly_traded_person
War in Ukraine \'97 and what it means for the world order,Ian Bremmer,49:09,https://ted.com/talks/ian_bremmer_war_in_ukraine_and_what_it_means_for_the_world_order
The critical role of Black mothers -- and how to support all moms,Anna Malaika Tubbs,21:33,https://ted.com/talks/anna_malaika_tubbs_the_critical_role_of_black_mothers_and_how_to_support_all_moms
"""A seat at the table"" isn't the solution for gender equity",Lilly Singh,19:51,https://ted.com/talks/lilly_singh_a_seat_at_the_table_isn_t_the_solution_for_gender_equity
Why US laws must expand beyond the nuclear family,Diana Adams,18:08,https://ted.com/talks/diana_adams_why_us_laws_must_expand_beyond_the_nuclear_family
The war in Ukraine could change everything,Yuval Noah Harari,49:33,https://ted.com/talks/yuval_noah_harari_the_war_in_ukraine_could_change_everything
A playful approach to creating music,TED Radio Hour,18:41,https://ted.com/talks/conversations_with_people_who_hate_me_salvation
The evolution of marriage with Esther Perel,Design Matters with Debbie Millman,35:24,https://ted.com/talks/design_matters_with_debbie_millman_the_evolution_of_marriage_with_esther_perel
4 kinds of regret -- and what they teach you about yourself,Daniel H. Pink,22:59,https://ted.com/talks/daniel_h_pink_4_kinds_of_regret_and_what_they_teach_you_about_yourself
How radical hospitality can change the lives of the formerly incarcerated,Reuben Jonathan Miller,18:00,https://ted.com/talks/design_matters_with_debbie_millman_nick_offerman
Should you break the law?,Am I Normal? with Mona Chalabi,19:29,https://ted.com/talks/am_i_normal_with_mona_chalabi_should_you_break_the_law
How to end the pandemic -- and prepare for the next,Maria Van Kerkhove,20:36,https://ted.com/talks/maria_van_kerkhove_how_to_end_the_pandemic_and_prepare_for_the_next
"How your brain invents your ""self""",Anil Seth,23:07,https://ted.com/talks/anil_seth_how_your_brain_invents_your_self
AI isn't as smart as you think -- but it could be,Jeff Dean,18:17,https://ted.com/talks/ted_countdown_global_livestream_2021
What to expect from COP26,Countdown Summit,19:27,https://ted.com/talks/countdown_summit_what_to_expect_from_cop26
Visions for the future,Kai-Fu Lee and Chen Qiufan,28:33,https://ted.com/talks/kai_fu_lee_and_chen_qiufan_visions_for_the_future
Decarbonizing fossil fuels,Countdown Summit,54:23,https://ted.com/talks/countdown_summit_decarbonizing_fossil_fuels
How to build community as a newcomer,Zulfat Suara,20:50,https://ted.com/talks/zulfat_suara_how_to_build_community_as_a_newcomer
"Has Apple peaked? Plus, celebrities changing Hollywood",After Hours,41:16,https://ted.com/talks/after_hours_has_apple_peaked_plus_celebrities_changing_hollywood
Why are we so awkward about poop?,Body Stuff with Dr. Jen Gunter,30:17,https://ted.com/talks/body_stuff_with_dr_jen_gunter_why_are_we_so_awkward_about_poop
Does perfect skin really exist?,Body Stuff with Dr. Jen Gunter,34:35,https://ted.com/talks/body_stuff_with_dr_jen_gunter_does_perfect_skin_really_exist
Do you need to do a detox?,Body Stuff with Dr. Jen Gunter,32:08,https://ted.com/talks/body_stuff_with_dr_jen_gunter_do_you_need_to_do_a_detox
Is drinking milk essential for building strong bones?,Body Stuff with Dr. Jen Gunter,28:02,https://ted.com/talks/body_stuff_with_dr_jen_gunter_is_drinking_milk_essential_for_building_strong_bones
How much water do you actually need a day?,Body Stuff with Dr. Jen Gunter,33:28,https://ted.com/talks/body_stuff_with_dr_jen_gunter_how_much_water_do_you_actually_need_a_day
Is menopause the beginning of the end?,Body Stuff with Dr. Jen Gunter,30:40,https://ted.com/talks/body_stuff_with_dr_jen_gunter_is_menopause_the_beginning_of_the_end
Your insecurities aren't what you think they are,WorkLife with Adam Grant,40:27,https://ted.com/talks/worklife_with_adam_grant_your_insecurities_aren_t_what_you_think_they_are
What's normal anxiety and what's an anxiety disorder?,Body Stuff with Dr. Jen Gunter,36:24,https://ted.com/talks/body_stuff_with_dr_jen_gunter_what_s_normal_anxiety_and_what_s_an_anxiety_disorder
Elise Hu and Debbie Millman: How to pave a new career path,Hit Reset,27:15,https://ted.com/talks/hit_reset_elise_hu_and_debbie_millman_how_to_pave_a_new_career_path
Meet the scientist couple driving an mRNA vaccine revolution,U\uc0\u287 ur \u350 ahin and \'d6zlem T\'fcreci,24:36,https://ted.com/talks/ugur_sahin_and_ozlem_tureci_meet_the_scientist_couple_driving_an_mrna_vaccine_revolution
The science and ethics of rewriting our DNA | Jennifer Doudna,The TED Interview,46:13,https://ted.com/talks/the_ted_interview_the_science_and_ethics_of_rewriting_our_dna_jennifer_doudna
The end of our 50-year stagnation | Tyler Cowen,The TED Interview,58:27,https://ted.com/talks/the_ted_interview_the_end_of_our_50_year_stagnation_tyler_cowen
Simon Sinek | Work is never going back to normal,The TED Interview,46:32,https://ted.com/talks/the_ted_interview_what_it_really_takes_to_make_change_jacqueline_novogratz
How youth gave climate the urgency it needed | Xiye Bastida,The TED Interview,44:50,https://ted.com/talks/the_ted_interview_how_youth_gave_climate_the_urgency_it_needed_xiye_bastida
How to reduce your diet's carbon footprint \'97 without going vegan,Brian Kateman,18:07,https://ted.com/talks/the_ted_interview_how_covid_vaccines_are_revolutionizing_medicine_adrian_hill
The cure for burnout (hint: it isn't self-care),Emily Nagoski and Amelia Nagoski,18:10,https://ted.com/talks/emily_nagoski_and_amelia_nagoski_the_cure_for_burnout_hint_it_isn_t_self_care
How your memory works -- and why forgetting is totally OK,Lisa Genova,22:12,https://ted.com/talks/the_ted_interview_the_race_to_build_ai_that_benefits_humanity_with_sam_altman_from_april_2021
Navigating career turbulence,WorkLife with Adam Grant,35:28,https://ted.com/talks/worklife_with_adam_grant_navigating_career_turbulence
Mantua Townshi\uc0\u8234 p\uc0\u8236,Far Flung with Saleem Reshamwala,39:55,https://ted.com/talks/far_flung_with_saleem_reshamwala_mantua_townshi_p_jul_2020
Daniel Kahneman Doesn't Trust Your Intuition,Taken for Granted,36:00,https://ted.com/talks/taken_for_granted_daniel_kahneman_doesn_t_trust_your_intuition
Jane Goodall on Leadership Lessons from Primates,Taken for Granted,43:15,https://ted.com/talks/taken_for_granted_jane_goodall_on_leadership_lessons_from_primates
How to Rethink a Bad Decision,WorkLife with Adam Grant,37:34,https://ted.com/talks/worklife_with_adam_grant_how_to_rethink_a_bad_decision
Step 1: The Puls\uc0\u8234 e\uc0\u8236,ZigZag,20:49,https://ted.com/talks/zigzag_step_1_the_puls_e
"An honest history of an ancient and ""nasty"" word",Kate Lister,18:58,https://ted.com/talks/kate_lister_an_honest_history_of_an_ancient_and_nasty_word
The electrical blueprints that orchestrate life,Michael Levin,19:23,https://ted.com/talks/michael_levin_the_electrical_blueprints_that_orchestrate_life
The innovations we need to avoid a climate disaster,Bill Gates,48:03,https://ted.com/talks/bill_gates_the_innovations_we_need_to_avoid_a_climate_disaster
How to challenge conventional wisdom -- and change any industry,How to Be a Better Human,27:29,https://ted.com/talks/how_to_be_a_better_human_how_to_challenge_conventional_wisdom_and_change_any_industry
Bren\'e9 Brown on What Vulnerability Isn't,Taken for Granted,40:37,https://ted.com/talks/taken_for_granted_brene_brown_on_what_vulnerability_isn_t
Should we cry at work?,TED Business,24:06,https://ted.com/talks/ted_business_should_we_cry_at_work
My mother's final wish -- and the right to die with dignity,Elaine Fong,21:09,https://ted.com/talks/elaine_fong_my_mother_s_final_wish_and_the_right_to_die_with_dignity
Cheryl Strayed,Design Matters with Debbie Millman,56:38,https://ted.com/talks/design_matters_with_debbie_millman_cheryl_strayed
Bren\'e9 Brown,Design Matters,50:51,https://ted.com/talks/design_matters_brene_brown
The Trans Ban,Conversations with People Who Hate Me,31:53,https://ted.com/talks/conversations_with_people_who_hate_me_the_trans_ban
The US is back in the Paris Agreement. What's next?,John Kerry and Al Gore,37:48,https://ted.com/talks/john_kerry_and_al_gore_the_us_is_back_in_the_paris_agreement_what_s_next
Think Again: JJ Abrams Takes Adam's Job,WorkLife with Adam Grant,40:51,https://ted.com/talks/worklife_with_adam_grant_think_again_jj_abrams_takes_adam_s_job
5 steps to designing the life you want,Bill Burnett,25:20,https://ted.com/talks/bill_burnett_5_steps_to_designing_the_life_you_want
How a geospatial nervous system could help us design a better future,Jack Dangermond,21:58,https://ted.com/talks/jack_dangermond_how_a_geospatial_nervous_system_could_help_us_design_a_better_future
How we can actually pay people enough -- with Paypal CEO Dan Schulman,TED Business,20:42,https://ted.com/talks/ted_business_how_we_can_actually_pay_people_enough_with_paypal_ceo_dan_schulman
"Financial inclusion, the digital divide and other thoughts on the future of money",Ajay Banga,19:47,https://ted.com/talks/ajay_banga_financial_inclusion_the_digital_divide_and_other_thoughts_on_the_future_of_money
How to foster true diversity and inclusion at work (and in your community),Rosalind G. Brewer,22:48,https://ted.com/talks/rosalind_g_brewer_how_to_foster_true_diversity_and_inclusion_at_work_and_in_your_community
Virtual Worlds,Far Flung,38:51,https://ted.com/talks/far_flung_virtual_worlds
How to decarbonize the grid and electrify everything,John Doerr and Hal Harvey,20:17,https://ted.com/talks/john_doerr_and_hal_harvey_how_to_decarbonize_the_grid_and_electrify_everything
Can we create vaccines that mutate and spread?,Leor Weinberger,20:46,https://ted.com/talks/leor_weinberger_can_we_create_vaccines_that_mutate_and_spread
"An Indigenous Mixtape from Lima, Peru",Far Flung,46:18,https://ted.com/talks/far_flung_an_indigenous_mixtape_from_lima_peru
What it takes to create social change against all odds,Ralph Nader,19:24,https://ted.com/talks/ralph_nader_what_it_takes_to_create_social_change_against_all_odds
Post-Pandemic Paradise in Rapa Nui,Far Flung,42:13,https://ted.com/talks/hosted_by_chris_hemsworth_and_priyanka_chopra_jonas_countdown_session_5_action_full_session
Racism thrives on silence -- speak up!,Dexter Dias,19:08,https://ted.com/talks/ted_countdown_global_launch_2020
The lie that invented racism,John Biewen,18:08,https://ted.com/talks/john_biewen_the_lie_that_invented_racism
Kid Cudi goes back to high school \'97 and shares what he's learned,Kid Cudi,18:59,https://ted.com/talks/reed_hastings_3_secrets_to_netflix_s_success
A stock market for social justice,ZigZag,38:59,https://ted.com/talks/zigzag_a_stock_market_for_social_justice
Can light stop the coronavirus?,David Brenner,30:02,https://ted.com/talks/david_brenner_can_light_stop_the_coronavirus
"Deep learning, neural networks and the future of AI",Yann LeCun,54:58,https://ted.com/talks/yann_lecun_deep_learning_neural_networks_and_the_future_of_ai
How to connect while apart,Eric Yuan,25:15,https://ted.com/talks/eric_yuan_how_to_connect_while_apart
COVID-19 unraveled the workforce. Here's how to fix it,Mary L. Gray,29:37,https://ted.com/talks/mary_l_gray_covid_19_unraveled_the_workforce_here_s_how_to_fix_it
New ways to understand life in a pandemic,Aaron Maniam,29:03,https://ted.com/talks/aaron_maniam_new_ways_to_understand_life_in_a_pandemic
The fight for civil rights and freedom,John Lewis and Bryan Stevenson,23:33,https://ted.com/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom
How every movie trailer gets made,Twenty Thousand Hertz,21:44,https://ted.com/talks/twenty_thousand_hertz_how_every_movie_trailer_gets_made
A new stock exchange focused on the long-term,Michelle Greene,18:05,https://ted.com/talks/michelle_greene_a_new_stock_exchange_focused_on_the_long_term
How city mayors are taking action on climate change,Eric Garcetti,28:43,https://ted.com/talks/eric_garcetti_how_city_mayors_are_taking_action_on_climate_change
A blueprint for reparations in the US,"William ""Sandy"" Darity",36:07,https://ted.com/talks/william_sandy_darity_a_blueprint_for_reparations_in_the_us
Rethinking education and celebrating the Arabic language,Ahmad M. Hasnah,26:32,https://ted.com/talks/ahmad_m_hasnah_rethinking_education_and_celebrating_the_arabic_language
"Activism, changemakers and hope for the future",Malala Yousafzai,49:23,https://ted.com/talks/malala_yousafzai_activism_changemakers_and_hope_for_the_future
How to disrupt philanthropy in response to crisis,Darren Walker,51:22,https://ted.com/talks/darren_walker_how_to_disrupt_philanthropy_in_response_to_crisis
How museums help communities heal,Honor Harger,21:09,https://ted.com/talks/honor_harger_how_museums_help_communities_heal
"Every day you live, you impact the planet",Jane Goodall,25:01,https://ted.com/talks/jane_goodall_every_day_you_live_you_impact_the_planet
The transformative role of art during the pandemic,Anne Pasternak,21:04,https://ted.com/talks/anne_pasternak_the_transformative_role_of_art_during_the_pandemic
The future of digital communication and privacy,Will Cathcart,18:40,https://ted.com/talks/will_cathcart_the_future_of_digital_communication_and_privacy
The COVID-19 crisis is a chance to do capitalism differently,Mariana Mazzucato,51:17,https://ted.com/talks/mariana_mazzucato_the_covid_19_crisis_is_a_chance_to_do_capitalism_differently
Oberammergau,Far Flung,47:30,https://ted.com/talks/far_flung_oberammergau
How the pandemic will shape the near future,Bill Gates,42:54,https://ted.com/talks/bill_gates_how_the_pandemic_will_shape_the_near_future
"The trials, tribulations and timeline of a COVID-19 vaccine",Jerome Kim,23:19,https://ted.com/talks/jerome_kim_the_trials_tribulations_and_timeline_of_a_covid_19_vaccine
3 ways we can redesign cities for equity and inclusion,Vishaan Chakrabarti,26:16,https://ted.com/talks/vishaan_chakrabarti_3_ways_we_can_redesign_cities_for_equity_and_inclusion
"How organizations can create safe, inviting workplaces for returning employees",James Ludwig,19:01,https://ted.com/talks/james_ludwig_how_organizations_can_create_safe_inviting_workplaces_for_returning_employees
The new urgency of climate change,Al Gore,56:32,https://ted.com/talks/al_gore_the_new_urgency_of_climate_change
The case to infect volunteers with COVID-19 to accelerate vaccine testing,Nir Eyal,18:21,https://ted.com/talks/nir_eyal_the_case_to_infect_volunteers_with_covid_19_to_accelerate_vaccine_testing
Mexico City,Far Flung,25:47,https://ted.com/talks/far_flung_mexico_city
A vision for the future of Afghanistan,Ashraf Ghani,45:16,https://ted.com/talks/ashraf_ghani_a_vision_for_the_future_of_afghanistan
How digital innovation can fight pandemics and strengthen democracy,Audrey Tang,48:52,https://ted.com/talks/audrey_tang_how_digital_innovation_can_fight_pandemics_and_strengthen_democracy
The necessity of normalizing queer love,Panti Bliss,19:15,https://ted.com/talks/panti_bliss_the_necessity_of_normalizing_queer_love
"Why am I ""so gay?""",Thomas Lloyd,22:33,https://ted.com/talks/thomas_lloyd_why_am_i_so_gay
The alliances needed to rebuild the developing world,Achim Steiner,45:16,https://ted.com/talks/achim_steiner_the_alliances_needed_to_rebuild_the_developing_world
Wisdom for the future,Checking In with Susan David,24:27,https://ted.com/talks/checking_in_with_susan_david_wisdom_for_the_future
How businesses can plan for the road to recovery,Rich Lesser,18:20,https://ted.com/talks/rich_lesser_how_businesses_can_plan_for_the_road_to_recovery
What do you value?,Checking In with Susan David,19:13,https://ted.com/talks/checking_in_with_susan_david_what_do_you_value
"Your past, present, future self",Checking In with Susan David,26:51,https://ted.com/talks/checking_in_with_susan_david_your_past_present_future_self
"The difference between being ""not racist"" and antiracist",Ibram X. Kendi,51:01,https://ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist
We need to green the economy while restarting it,Nigel Topping,40:32,https://ted.com/talks/nigel_topping_we_need_to_green_the_economy_while_restarting_it
The economic benefits of climate action,Marcelo Mena,19:09,https://ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action
How to recognize your white privilege \'97 and use it to fight inequality,Peggy McIntosh,18:27,https://ted.com/talks/peggy_mcintosh_how_to_recognize_your_white_privilege_and_use_it_to_fight_inequality
We need to address the real roots of racial violence,Megan Ming Francis,19:38,https://ted.com/talks/dr_phillip_atiba_solomon_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us
How complex global organizations are adapting to our new reality,Sunil Prashara,19:50,https://ted.com/talks/sunil_prashara_how_complex_global_organizations_are_adapting_to_our_new_reality
How tech companies can help combat the pandemic and reshape public health,Karen DeSalvo,24:10,https://ted.com/talks/karen_desalvo_how_tech_companies_can_help_combat_the_pandemic_and_reshape_public_health
"The new jobs of the future, and other insights on the changing workforce",Ben Pring,19:16,https://ted.com/talks/ben_pring_the_new_jobs_of_the_future_and_other_insights_on_the_changing_workforce
"What COVID-19 means for the future of commerce, capitalism and cash",Dan Schulman,49:04,https://ted.com/talks/dan_schulman_what_covid_19_means_for_the_future_of_commerce_capitalism_and_cash
The secret weapon against pandemics,Georges C. Benjamin,32:28,https://ted.com/talks/georges_c_benjamin_the_secret_weapon_against_pandemics
Introducing Far Flung: Bangkok,Far Flung,28:26,https://ted.com/talks/far_flung_introducing_far_flung_bangkok
How to rebuild the global economy,Kristalina Georgieva,42:16,https://ted.com/talks/kristalina_georgieva_how_to_rebuild_the_global_economy
Bonus: Self-soothing exercises with Dr. Kristin Neff,Checking In with Susan David,21:14,https://ted.com/talks/checking_in_with_susan_david_bonus_self_soothing_exercises_with_dr_kristin_neff
How science can fix remote work,WorkLife with Adam Grant,44:10,https://ted.com/talks/worklife_with_adam_grant_how_science_can_fix_remote_work
What kids need during the pandemic,Checking In with Susan David,20:12,https://ted.com/talks/checking_in_with_susan_david_what_kids_need_during_the_pandemic
Career decline isn't inevitable,WorkLife with Adam Grant,34:26,https://ted.com/talks/worklife_with_adam_grant_career_decline_isn_t_inevitable
Bonus: The fall of WeWork's culture,WorkLife with Adam Grant,47:09,https://ted.com/talks/worklife_with_adam_grant_bonus_the_fall_of_wework_s_culture
Keep your relationships healthy in quarantine with Dr. Julie Gottman,Checking In with Susan David,18:58,https://ted.com/talks/the_ted_interview_what_we_get_wrong_about_global_growth_with_dambisa_moyo
Reinventing the job interview,WorkLife with Adam Grant,38:56,https://ted.com/talks/the_ted_interview_design_your_life_for_happiness_with_elizabeth_dunn
"Spectacular, glorious, musical wizardry",Jacob Collier,37:27,https://ted.com/talks/jacob_collier_spectacular_glorious_musical_wizardry
We don't have to fight loneliness alone,WorkLife with Adam Grant,38:35,https://ted.com/talks/worklife_with_adam_grant_we_don_t_have_to_fight_loneliness_alone
How the coronavirus pandemic is changing the world,Fareed Zakaria,32:49,https://ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world
How the coronavirus is impacting India -- and what needs to happen next,Gayathri Vasudevan,20:22,https://ted.com/talks/gayathri_vasudevan_how_the_coronavirus_is_impacting_india_and_what_needs_to_happen_next
What coronavirus means for the global economy,Ray Dalio,52:27,https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy
How health workers are responding to the COVID-19 pandemic,Esther Choo,46:30,https://ted.com/talks/esther_choo_how_health_workers_are_responding_to_the_covid_19_pandemic
An ethical plan for ending the pandemic and restarting the economy,Danielle Allen,49:54,https://ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy
Authenticity is a double-edged sword,WorkLife with Adam Grant,38:14,https://ted.com/talks/worklife_with_adam_grant_authenticity_is_a_double_edged_sword
"How to make pandemics optional, not inevitable",Sonia Shah,43:32,https://ted.com/talks/elizabeth_gilbert_it_s_ok_to_feel_overwhelmed_here_s_what_to_do_next
How to create meaningful connections while apart,Priya Parker,49:57,https://ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_navigate_the_coronavirus_pandemic_with_courage_and_hope
Et si la bi\'e8re \'e9tait f\'e9minine ? | Elisabeth Pierre | TEDxToulouse,Elisabeth Pierre,18:55,https://ted.com/talks/worklife_with_adam_grant_bonus_relationships_at_work_with_esther_perel
What the world can learn from China's response to the coronavirus,Gary Liu,58:09,https://ted.com/talks/seth_berkley_the_quest_for_the_coronavirus_vaccine
How we must respond to the coronavirus pandemic,Bill Gates,51:37,https://ted.com/talks/bill_gates_how_we_must_respond_to_the_coronavirus_pandemic
How to be your best self in times of crisis,Susan David,45:50,https://ted.com/talks/susan_david_how_to_be_your_best_self_in_times_of_crisis
The science of the deal,WorkLife with Adam Grant,38:01,https://ted.com/talks/worklife_with_adam_grant_the_science_of_the_deal
Burnout is everyone's problem,WorkLife with Adam Grant,41:07,https://ted.com/talks/worklife_with_adam_grant_burnout_is_everyone_s_problem
Why it's so hard to talk about the N-word,Elizabeth Stordeur Pryor,19:08,https://ted.com/talks/the_ted_interview_adam_kucharski_on_what_should_and_shouldn_t_worry_us_about_the_coronavirus
The real reason you procrastinate,WorkLife with Adam Grant,36:22,https://ted.com/talks/worklife_with_adam_grant_the_real_reason_you_procrastinate
