speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Sydney Jensen,[52190],1,"['education, psychology, communication, community, teaching, emotions']",False,,,,,,1306.7488687782804,1306.75
Sylvain Duranton,[53024],1,"['technology, business, innovation, work, AI, algorithm, machine learning']",False,,,,,,1153.9803094233473,1153.98
Sylvester Chauke,[123147],1,"['climate change, sustainability, design, business, media, social change, marketing, society, capitalism']",False,,,,,,1072.334795321637,1072.33
Sylvia Earle,[467],1,"['science, activism, TED Prize, biodiversity, exploration, marine biology, ocean']",True,https://en.wikipedia.org/wiki/Sylvia_Earle,,,"Sylvia Alice Earle[1][2] (1935-08-30) August 30, 1935 (age 90)Gibbstown, New Jersey, U.S.",,572.7257301354217,572.73
Sō Percussion,[2717],1,"['entertainment, music, performance']",True,https://en.wikipedia.org/wiki/Sō_Percussion,Sō Percussion is a Grammy winning American percussion quartet formed in 1999 and based in New York City.,,,,270.3523839595832,270.35
T. Boone Pickens,[1394],1,"['culture, technology, economics, energy, renewable energy']",True,https://en.wikipedia.org/wiki/T._Boone_Pickens,,Chairman of BP Capital Management,"Thomas Boone Pickens Jr.(1928-05-22)May 22, 1928Holdenville, Oklahoma, U.S.",,143.7128871128871,143.71
Amy Cuddy,[1569],1,"['science, business, psychology, success, brain, self, body language']",True,https://en.wikipedia.org/wiki/Amy_Cuddy,,,"(1972-07-23) July 23, 1972 (age 53)Robesonia, Pennsylvania, U.S.",,15708.099396964026,15708.1
Tabetha Boyajian,[2468],1,"['science, technology, nature, astronomy, universe, exploration, Planets, space, telescopes, aliens']",True,https://en.wikipedia.org/wiki/Tabetha_Boyajian,"Tabetha ""Tabby"" Suzanne Boyajian is an American astronomer and associate professor at Louisiana State University.[1] She works in the fields of stellar interferometry, stellar spectroscopy, exoplanet research, and high angular resolution astronomy, all particularly at optical and infrared wavelengths. Boyajian was the lead author of the September 2015 paper ""Where's the Flux?"", which investigated the highly unusual light curve of KIC 8462852;[2] the star is colloquially known as Tabby's Star in ",,,,2459.6902127659573,2459.69
Tai Simpson,[75762],1,"['politics, sustainability, social change, future, storytelling, community, society, TEDx, indigenous peoples']",False,,,,,,722.8886241810602,722.89
Taika Waititi,[45409],1,"['creativity, art, motivation, comedy, humor']",True,https://en.wikipedia.org/wiki/Taika_Waititi,,Directorproducerscreenwriteractorcomedian,"Taika David Cohen (1975-08-16) 16 August 1975 (age 50)Wellington, New Zealand",,1247.1057155135368,1247.11
Taiye Selasi,[2333],1,"['culture, self, humanity, identity']",True,https://en.wikipedia.org/wiki/Taiye_Selasi,,Novelist,"Taiye Tuakli (1979-11-02) 2 November 1979 (age 46)London, United Kingdom",,978.881862217438,978.88
Takaharu Tezuka,[2232],1,"['design, architecture, education, TEDx, youth, kids']",True,https://en.wikipedia.org/wiki/Takaharu_Tezuka,,Architect,"(1964-02-23) 23 February 1964 (age 61)Tokyo, Japan",,1559.1918125643667,1559.19
Tal Danino,[2245],1,"['health, cancer, biology, bacteria, TED Fellows']",True,https://en.wikipedia.org/wiki/Tal_Danino,Tal Danino is a synthetic biologist and Associate Professor of Biomedical Engineering at Columbia University.[1],,,,618.922877865591,309.46
Tal Golesworthy,[1419],1,"['science, technology, design, engineering, biotech, collaboration, innovation, disease, health, health care, biology, future, product design, medicine, TEDx, medical research, Surgery, human body, heart']",False,,,,,,298.1716522786589,298.17
Tal Zaks,[7050],1,"['science, health, cancer, medicine, medical research']",False,,,,,,50.4861063464837,50.49
Tali Sharot,[1447],1,"['culture, science, cognitive science, psychology, happiness, brain, decision-making, sociology, neuroscience, behavioral economics, personality']",True,https://en.wikipedia.org/wiki/Tali_Sharot,"Tali Sharot (Hebrew: טלי שרות) is an Israeli, British, and American neuroscientist and professor of cognitive neuroscience at University College London and MIT. Sharot began studying at Tel Aviv University, receiving a B.A. in economics in 1999, and an M.A. in psychology from New York University in 2002. She received her Ph.D. in psychology and neuroscience from New York University.[1] Sharot is known for her research on the neural basis of emotion, decision making and optimism.[2] Sharot hopes ",Professor of cognitive neuroscience,,,569.8702768236008,569.87
Talithia Williams,[2056],1,"['health, statistics, TEDx, data, human body, heart']",True,https://en.wikipedia.org/wiki/Talithia_Williams,"Talithia D. Williams is an American Statistician. She also serves as a Mathematician Professor and Mathematics Clinic Director at Harvey Mudd  College, who researches the spatiotemporal structure of data.[1][2]  Williams was the first African American Woman to achieve tenure at Harvey Mudd College.[2] She is an advocate for engaging more African Americans in engineering and science fields.[3]",,,,483.47481840193706,483.47
Tamana Ayazi,[99705],1,"['social change, gender, activism, film, war, women, Middle East, human rights']",False,,,,,,1257.2027027027027,1257.2
Tamas Kocsis,[26913],1,"['technology, computers, media, collaboration, future, community, activism, society, social media, Internet, surveillance, encryption, online privacy']",False,,,,,,705.7068631252423,705.71
Tameka Montgomery,[98590],1,"['entrepreneur, parenting, personal growth, decision-making, TEDx, youth, kids, goals']",False,,,,,,1762.1506493506492,1762.15
Tamekia MizLadi Smith,[20554],1,"['social change, communication, race, work, compassion, identity, data, teaching']",False,,,,,,824.2612411742847,824.26
Tammy Lally,[21752],1,"['social change, work, self, TEDx, money, finance']",False,,,,,,873.6421291053227,873.64
Tammy Ma,[134418],1,"['science, technology, engineering, innovation, future, physics, energy, Sun, Countdown, renewable energy']",True,https://en.wikipedia.org/wiki/Tammy_Ma,,,,,1164.3061224489795,1164.31
Amy Edmondson,[13517],1,"['business, collaboration, communication, leadership, motivation, personal growth, potential, goals']",True,https://en.wikipedia.org/wiki/Amy_Edmondson,"Amy C. Edmondson is an American scholar of leadership, teaming, and organizational learning.[1] She is currently Professor of Leadership at Harvard Business School.[2][3]
Edmondson is the author of seven books and more than 75 articles and case studies.[4]
She is best known for her pioneering work on psychological safety, which has helped spawn a large body of academic research in management, healthcare and education over the past 15 years. Her books include ""Right Kind of Wrong, the Science of ",Social science,,,1393.3024017467249,1393.3
Tania Douglas,[13195],1,"['technology, engineering, invention, innovation, health, health care, Africa, medicine']",True,https://en.wikipedia.org/wiki/Tania_Douglas,"Tania S. Douglas was a Professor of Biomedical Engineering, Research Chair in Biomedical Engineering and Innovation as well as Director of the Medical Imaging Research Unit in the University of Cape Town (UCT), South Africa. She conducted research concerning medical innovation, image analysis, and the development of technologies to improve medical device innovation in South Africa. She was also the founding Editor-in-Chief of Global Health Innovation, a journal which disseminates research result",,,,445.3127482845792,445.31
Tania Luna,[1797],1,"['culture, money, homelessness']",False,,,,,,420.6696962979384,420.67
Tania Simoncelli,[2416],1,"['science, technology, biotech, genetics, innovation, health, health care, nature, cancer, communication, activism, medicine, law, public health, society, TEDx, government, medical research, policy, drugs']",True,https://en.wikipedia.org/wiki/Tania_Simoncelli,"Tania Simoncelli is Senior Advisor to the Director of the Broad Institute of MIT and Harvard.[1] Prior to that position, she worked for two years as Assistant Director for Forensic Science and Biomedical Innovation within the Office of Science and Technology Policy.[2] From 2010 to 2013, she worked in the Food and Drug Administration's Office of the Commissioner.[3] From 2003 to 2010, Simoncelli worked as the Science Advisor to the American Civil Liberties Union (ACLU), where she advised the org",,,,330.2594549499444,330.26
Tanishia Lavette Williams,[125964],1,"['education, TED-Ed, teaching, Life']",False,,,,,,1022.0,1022.0
Tanmay Bakshi,[10371],1,"['suicide, data, youth, machine learning']",False,,,,,,36.28431028431029,36.28
Tanya Berger-Wolf,[81896],1,"['climate change, animals, nature, photography, biodiversity, AI, TEDx, conservation, machine learning']",False,,,,,,1084.5239680426098,1084.52
Tanya Menon,[10358],1,"['collaboration, relationships, communication, community, personal growth, TEDx']",False,,,,,,868.604920913884,868.6
Tao Zhang,[118892],1,"['climate change, environment, sustainability, business, entrepreneur, food, china, Countdown']",False,,,,,,908.0793650793652,908.08
Tapiwa Chiwewe,[10975],1,"['collaboration, innovation, Africa, pollution, motivation, data, goals']",False,,,,,,592.5556730091614,592.56
Tara Boroushaki,[124014],1,"['science, technology, engineering, invention, innovation, robots, AI, TEDx']",False,,,,,,947.011611030479,947.01
Tara Djokic,[49433],1,"['environment, science, nature, evolution, biodiversity, geology, TEDx, discovery, astrobiology']",False,,,,,,1379.5531820204717,1379.55
Tara Houska,[12800],1,"['culture, social change, history, community, activism, humanity, society, identity, government, indigenous peoples, equality']",True,https://en.wikipedia.org/wiki/Tara_Houska,"Tara Houska Zhaabowekwe (Couchiching First Nation) is a tribal attorney, land defender and climate justice activist.",,"International Falls, Minnesota",,503.41604010025065,503.42
Tara Winkler,[2848],1,"['social change, activism, poverty, family, TEDx, kids']",False,,,,,,411.2506631299735,411.25
Tarana Burke,[29064],1,"['culture, social change, gender, activism, leadership, personal growth, women, humanity, society, sexual violence']",True,https://en.wikipedia.org/wiki/Tarana_Burke,,"Activist, organizer, author","(1973-09-12) September 12, 1973 (age 52)New York City, U.S.",,811.2623143080532,811.26
Tarje Nissen-Meyer,[41913],1,"['animals, nature, language, conservation, ecology']",False,,,,,,5.434636401849517,5.43
Tarveen Forrester,[147772],1,"['business, work, mental health, work-life balance']",False,,,,,,2223.7526881720432,2223.75
Amy Green,[2733],1,"['technology, collaboration, death, cancer, art, communication, parenting, gaming, humanity, kids']",True,https://en.wikipedia.org/wiki/Amy_Green,,,,,581.0069885641677,581.01
Tasha Eurich,[8227],1,"['psychology, communication, self, identity']",False,,,,,,1785.7424242424242,1785.74
Tashka,[51634],1,"['social change, community, activism, humanity, society, South America, conservation, indigenous peoples']",True,https://en.wikipedia.org/wiki/Tashka,"Tashka (Russian: Ташка) is a rural locality (a village) in Kochyovskoye Rural Settlement, Kochyovsky District, Perm Krai, Russia. The population was 43 as of 2010.[2] There are 3 streets.",,,,119.48016230838591,119.48
Tasos Frantzolas,[2610],1,"['technology, entertainment, media, music, storytelling, communication, illusion, film, library, brain, TEDx, sound, hearing']",False,,,,,,493.52317880794703,493.52
Tasoulla Hadjiyanni,[83493],1,"['design, relationships, community, family']",False,,,,,,26.85695097380793,26.86
Tasso Azevedo,[2166],1,"['climate change, environment, politics, science, sustainability, social change, trees, conservation, ecology, plants']",False,,,,,,252.66197537069613,252.66
Tavares Strachan,[117865],1,"['design, social change, creativity, art, history, storytelling, race, space']",True,https://en.wikipedia.org/wiki/Tavares_Strachan,"Tavares Henderson Strachan (born 1979) is a Bahamian conceptual artist.[1] His contemporary multi-media installations investigate science, technology, mythology, history, and exploration.[2][3] He lives and works in New York City and Nassau, Bahamas.",Conceptual artist,"(1979-12-16) December 16, 1979 (age 45)Nassau, Bahamas",,1537.574144486692,1537.57
Tavi Gevinson,[1438],1,"['entertainment, identity, fashion, TEDx, feminism, youth']",True,https://en.wikipedia.org/wiki/Tavi_Gevinson,"Tavi Gevinson (born April 21, 1996) is an American actress, writer, and magazine editor. At age twelve, she came to public attention for her fashion blog Style Rookie. By 15, she had shifted her focus to pop culture and feminist discussion. Gevinson began acting in 2013, and later starred in the HBO Max series Gossip Girl (2021–2023).","Writer
magazine editor
actress","(1996-04-21) April 21, 1996 (age 29)Chicago, Illinois, U.S.",,413.2224687373941,413.22
Tawanda Kanhema,[70777],1,"['technology, social change, Africa, community, photography, travel, humanity, maps']",True,https://en.wikipedia.org/wiki/Tawanda_Kanhema,Tawanda Kanhema (born 1981 or 1982)[1] is a Zimbabwean photographer and product manager. [2] He helped map 500 miles of Zimbabwe for Google Street View as a volunteer.,"Product Manager, Photographer",,,792.6657271702368,792.67
Taylor Cassidy,[111094],1,"['media, social change, communication, personal growth, self, social media, TEDx, Internet']",True,https://en.wikipedia.org/wiki/Taylor_Cassidy,"Taylor Cassidy is an African American TikToker and educator, best known for her series ""Fast Black History"".[1]",,"(2003-01-28) January 28, 2003 (age 22)",,199.0942720763723,199.09
Taylor Lynn Carpenter,[147981],1,"['health, sports, personal growth, human body']",False,,,,,,1946.857142857143,1946.86
Amy Herman,[27846],1,"['memory, art, museums, teaching']",False,,,,,,373.9835423197492,373.98
Tea Uglow,[2356],1,"['technology, design, invention, future, happiness, humanity, TEDx']",False,,,,,,477.5258597346331,477.53
Ted Dintersmith,[66034],1,"['entrepreneur, education, innovation, creativity']",False,,,,,,299.49740663900417,299.5
Ted Halstead,[2784],1,"['climate change, global issues, politics, business, economics, pollution, china, society, government, policy, goals']",True,https://en.wikipedia.org/wiki/Ted_Halstead,,"Author, public speaker, think tank founder","(1968-07-25)July 25, 1968Chicago, Illinois, U.S.",,541.550641025641,541.55
Teddy Cruz,[1920],1,"['design, architecture, cities, infrastructure']",True,https://en.wikipedia.org/wiki/Teddy_Cruz,"Teddy Cruz (born 1962 in Guatemala City, Guatemala) is an American architect, urbanist, Professor in Architecture and Urbanism in the Visual Arts Department at the University of California, San Diego.[2] Cruz studied at Rafael Landivar University in Guatemala City, Guatemala, but moved to the United States at the age of 20,[3] continuing his education at California State Polytechnic University, San Luis Obispo, and the Harvard Graduate School of Design in Cambridge, Massachusetts.",Architect,"1962 (age 62–63)Guatemala City, Guatemala",,174.4908501274033,174.49
Teitur,[2345],1,"['entertainment, music, performance']",True,https://en.wikipedia.org/wiki/Teitur,"Teitur (Faroese pronunciation: [ˈtaitʊɹ]) is a male given name. In Old Norse the word means happy. In Modern Faroese, it is archaic but used as a male given name.",,,,310.8178629249865,310.82
Temie Giwa-Tubosun,[89710],1,"['global issues, technology, business, entrepreneur, health, health care, Africa, medicine, potential, women, women in business, finance, resources, investing']",True,https://en.wikipedia.org/wiki/Temie_Giwa-Tubosun,,Health Entrepreneur,"Olúwalóní Ọlámidé GíwáDecember 1985 (age 39)Ila Orangun, Osun, Nigeria","Nigerian, American",1250.1475285171102,1250.15
Temple Grandin,[773],1,"['science, technology, design, invention, education, animals, brain, mental health, Autism spectrum disorder']",True,https://en.wikipedia.org/wiki/Temple_Grandin,,,"Mary Temple Grandin[1] (1947-08-29) August 29, 1947 (age 78)Boston, Massachusetts, U.S.",,1247.56120854315,1247.56
Teresa Bejan,[27608],1,"['culture, politics, social change, communication, personal growth, humanity, society, identity']",True,https://en.wikipedia.org/wiki/Teresa_Bejan,,,,,689.7540792540792,689.75
Teresa Njoroge,[4366],1,"['corruption, social change, Africa, activism, leadership, personal growth, women, society, prison, justice system, equality']",False,,,,,,504.0289115646258,504.03
Teri Hofford,[139886],1,"['creativity, art, community, photography, personal growth, identity, body language, TEDx, human body']",False,,,,,,1705.6435897435897,1705.64
Terri Conley,[21933],1,"['gender, psychology, relationships, sex, society']",True,https://en.wikipedia.org/wiki/Terri_Conley,"Terri Conley is an American social psychologist who studies gender differences in sexuality, consequences of departures from monogamy, and the consequences of masculinity threat. She is currently an associate professor of psychology and women's and gender studies at the University of Michigan, where she leads the Stigmatized Sexualities research lab.[1][2]",,United States,,153.08897795591182,153.09
Amy Kurzweil,[136933],1,"['technology, art, history, AI, family']",True,https://en.wikipedia.org/wiki/Amy_Kurzweil,"Amy  Kurzweil (born October 23, 1986)[1] is an American cartoonist and writer. In 2016, she published the graphic memoir Flying Couch. Her second graphic novel, Artificial: A Love Story was released in 2023. She draws cartoons for The New Yorker.",Cartoonistteacherwriter,"(1986-10-23) October 23, 1986 (age 39)Boston, Massachusetts, U.S.",,1216.7858769931663,1216.79
Tessa Clarke,[103435],1,"['climate change, environment, social change, food, consumerism, community, resources']",False,,,,,,1393.7134387351778,1393.71
Tessa Khan,[99865],1,"['climate change, environment, sustainability, business, energy, money, Countdown, fossil fuels']",True,https://en.wikipedia.org/wiki/Tessa_Khan,"Tessa Khan is an environmental lawyer who lives in the United Kingdom. She co-founded and is co-director of the Climate Litigation Network, which supports legal cases related to climate change mitigation and climate justice.",,,,1200.9624542124543,1200.96
Tessa West,[131384],1,"['business, psychology, leadership, work, women in business, sociology, TEDx']",False,,,,,,5849.869565217391,5849.87
Thandiswa Mazwai,[15112],1,"['entertainment, music, performance']",True,https://en.wikipedia.org/wiki/Thandiswa_Mazwai,,singer,"Thandiswa Nyameka Mazwai (1976-03-31) 31 March 1976 (age 49)Mqanduli, Eastern Cape, South Africa",,155.30123099203476,155.3
Thandiwe Newton,[1193],1,"['culture, entertainment, psychology, film, self']",True,https://en.wikipedia.org/wiki/Thandiwe_Newton,,Actress,"Melanie Thandiwe Newton (1972-11-06) 6 November 1972 (age 53)Westminster, London, England",,698.8694740853658,698.87
The Bloom Twins,[50758],1,"['music, performance']",True,https://en.wikipedia.org/wiki/The_Bloom,,,,,2.4596522514489525,2.46
The Ferocious Few,[10372],1,"['music, performance']",False,,,,,,1.2878202878202878,1.29
The Holladay Brothers,[9470],1,"['technology, music, art']",False,,,,,,2.0561600561600564,2.06
The LXD,[786],1,"['entertainment, performance, collaboration, dance, gaming']",True,https://en.wikipedia.org/wiki/The_LXD,"The Legion of Extraordinary Dancers, commonly called The LXD, is an American web series that premiered on Hulu. The series follows two groups of rival dancers: the Alliance of the Dark, who are the villains, and the Legion of Extraordinary Dancers, the heroes, who discover they have superpowers referred to as ""the Ra"" through their dance abilities.[2][3] The entire story takes place over hundreds of years, beginning in the 1920s, up to the year 3000.[4]",,,,736.5565217391304,736.56
The Lady Lifers,[2250],1,"['entertainment, music, performance, social change, art, prison, TEDx']",False,,,,,,380.69685958992994,380.7
The Merian Ensemble,[125108],1,"['entertainment, music, performance']",False,,,,,,117.714069591528,117.71
The Nature Conservancy,[42629],1,"['climate change, environment, science, economics, nature, future, conservation, The Audacious Project, investing, ocean']",True,https://en.wikipedia.org/wiki/The_Nature_Conservancy,,,,,841.7484170536092,841.75
The QTribe,[13830],1,"['performance, Africa, dance']",False,,,,,,67.33189189189189,67.33
The Soul Rebels,[20633],1,"['entertainment, music, performance']",True,https://en.wikipedia.org/wiki/The_Soul,,,,,81.01063829787235,81.01
Thea Holcomb,[32556],1,"['education, gender, relationships, sex, youth']",False,,,,,,138.97114228456914,138.97
Thea Knight,[18769],1,"['business, communication, language']",False,,,,,,16.00223797090638,16.0
Theaster Gates,[2220],1,"['environment, design, architecture, cities, urban planning, art']",True,https://en.wikipedia.org/wiki/Theaster_Gates,,,"(1973-08-28) August 28, 1973 (age 52)Chicago, Illinois, US",,360.8221880604663,360.82
Thelma Golden,[831],1,"['culture, design, entertainment, cities, art, race']",True,https://en.wikipedia.org/wiki/Thelma_Golden,,Museum director and chief curator,"September 22, 1965 (1965-09-22) (age 60)Queens, New York",,151.802207428171,151.8
Thema Bryant,[104494],1,"['health, psychology, race, mental health, identity']",True,https://en.wikipedia.org/wiki/Thema_Bryant,,,Thema Simone Bryant1973 (age 51–52),,81.12937743190662,81.13
Theo E.J. Wilson,[2887],1,"['politics, community, race, United States, compassion, TEDx, Internet']",False,,,,,,1599.8436351486805,1599.84
Theo Jansen,[162],1,"['technology, design, entertainment, animals, creativity, art, demo']",True,https://en.wikipedia.org/wiki/Theo_Jansen,,Artist,"(1948-03-14) 14 March 1948 (age 77)[1]Scheveningen, Netherlands",,836.6390932292448,836.64
Theresa Fyffe,[148380],1,"['climate change, environment, science, technology, nature, fish, community, marine biology, indigenous peoples, The Audacious Project, ocean']",False,,,,,,1695.3370165745855,1695.34
They Might Be Giants,[254],1,"['entertainment, music, performance, humor']",True,https://en.wikipedia.org/wiki/They_Might_Be_Giants,,,,,72.0487159533074,72.05
Thom Mayne,[31],1,"['culture, design, invention, architecture, cities']",True,https://en.wikipedia.org/wiki/Thom_Mayne,"Thom Mayne (born January 19, 1944) is an American architect. He is based in Los Angeles. In 1972, Mayne helped found the Southern California Institute of Architecture (SCI-Arc), where he is a trustee and the coordinator of the Design of Cities postgraduate program.[1] Since then he has held teaching positions at SCI-Arc, the California State Polytechnic University, Pomona (Cal Poly Pomona)[2] and the University of California, Los Angeles (UCLA).[3] He is principal of Morphosis Architects, an arc",Architect,"(1944-01-19) January 19, 1944 (age 81)Waterbury, Connecticut, U.S.",,135.01702127659576,135.02
Thomas Abt,[64836],1,"['cities, social change, United States, violence, crime, policy, TEDMED, equality']",True,https://en.wikipedia.org/wiki/Thomas_Abt,,,1972 (age 52–53),,120.69140823589224,120.69
Thomas Barnett,[33],1,"['culture, global issues, technology, military, terrorism, war']",False,https://en.wikipedia.org/wiki/Thomas_Barnett,,,,,215.09280948851,215.09
Thomas Crowther,[66950],1,"['climate change, environment, science, technology, innovation, nature, biodiversity, trees, conservation, Countdown']",False,https://en.wikipedia.org/wiki/Thomas_Crowther,,,,,1102.6320553780618,1102.63
Thomas Curran,[36411],1,"['culture, social change, psychology, depression, mental health, society, social media, TEDMED, emotions']",False,https://en.wikipedia.org/wiki/Thomas_Curran,,,,,1327.1927465362674,1327.19
Thomas Dambo,[123380],1,"['sustainability, design, art, storytelling, work']",True,https://en.wikipedia.org/wiki/Thomas_Dambo,"Thomas Dambo is a Danish ""recycle art activist"" who is known for his installations of giant monumental wooden sculptures called trolls, made entirely out of recycled materials.[1]",,1979 or 1980 (age 45–46),Danish,103.18300653594773,103.18
Amy Lockwood,[1228],1,"['global issues, business, Africa, marketing, philanthropy, AIDS']",False,,,,,,188.2472516875603,188.25
Thomas Dolby,[849],1,"['entertainment, music, performance, history']",True,https://en.wikipedia.org/wiki/Thomas_Dolby,,Singer-songwritermusicianrecord producercomposerentrepreneurteachermusical director,"Thomas Morgan Robertson (1958-10-14) 14 October 1958 (age 67)London, England",,112.39053982767716,112.39
Thomas Goetz,[1060],1,"['science, technology, design, business, health, medicine']",False,,,,,,118.1519174041298,118.15
Amy Milton,[63241],1,"['science, technology, memory, brain, TEDx, neurology, PTSD, emotions']",False,,,,,,1219.168150346192,1219.17
Thomas Hellum,[2148],1,"['entertainment, storytelling, film, TEDx, television']",False,,,,,,622.2229982539286,622.22
Thomas Insel,[1714],1,"[""health, brain, depression, mental health, neuroscience, TEDx, Alzheimer's""]",True,https://en.wikipedia.org/wiki/Thomas_Insel,"Thomas Roland Insel (born October 19, 1951) is an American neuroscientist, psychiatrist, entrepreneur, and author who led the National Institute of Mental Health (NIMH) from 2002 until November 2015.[2] Prior to becoming Director of NIMH, he was the founding Director of the Center for Behavioral Neuroscience at Emory University in Atlanta, Georgia.[3][4] He is best known for research on oxytocin and vasopressin, two peptide hormones implicated in complex social behaviors, such as parental care a",,"(1951-10-19) October 19, 1951 (age 74)Dayton, Ohio, United States",,369.1396357328708,369.14
Thomas Lloyd,[64516],1,"['community, identity, LGBTQIA+']",False,https://en.wikipedia.org/wiki/Thomas_Lloyd,,,,,1804.7564038171768,1804.76
Thomas Madrecki,[12824],1,"['design, urban planning, future, happiness']",False,,,,,,8.028179190751445,8.03
Thomas P. Campbell,[1579],1,"['art, museums']",True,https://en.wikipedia.org/wiki/Thomas_P._Campbell,,Museum director,Thomas Patrick Campbell (1962-07-12) 12 July 1962 (age 63)Singapore,,151.58543184183142,151.59
Thomas Piketty,[2101],1,"['global issues, economics, equality']",True,https://en.wikipedia.org/wiki/Thomas_Piketty,,,"(1971-05-07) 7 May 1971 (age 54)Clichy, France",,445.6482572410408,445.65
Thomas Pogge,[1307],1,"['global issues, economics, health, TEDx']",True,https://en.wikipedia.org/wiki/Thomas_Pogge,"Thomas Winfried Menko Pogge (/ˈpɒɡi/;[2] born 13 August 1953)[3] is a German philosopher and is the Director of the Global Justice Program and Leitner Professor of Philosophy and International Affairs at Yale University, United States. In addition to his Yale appointment, he is the Research Director of the Centre for the Study of the Mind in Nature at the University of Oslo, Norway, a Professorial Research Fellow at the Centre for Applied Philosophy and Public Ethics at Charles Sturt University,",,"Thomas Winfried Menko Pogge (1953-08-13) 13 August 1953 (age 72)Poggersdorf, Carinthia, Austria",,66.01648028251913,66.02
Thomas Suarez,[1272],1,"['technology, entertainment, education, TEDx, youth, code']",False,,,,,,2903.813608890622,2903.81
Thomas Thwaites,[1051],1,"['technology, design, entertainment, Anthropocene']",True,https://en.wikipedia.org/wiki/Thomas_Thwaites,Thomas Thwaites can refer to:,,,,303.98970020231747,303.99
Thordis Elva,[2678],1,"['collaboration, social change, communication, activism, personal growth, women, humanity, society, identity, sexual violence']",True,https://en.wikipedia.org/wiki/Thordis_Elva,,,,,2088.7381174277725,2088.74
Thulasiraj Ravilla,[709],1,"['technology, design, health, health care, medicine, humanity, public health, sight']",False,,,,,,68.25925291295408,68.26
Amy Padnani,[45971],1,"['culture, media, social change, gender, history, race, women, society, equality']",True,https://en.wikipedia.org/wiki/Amy_Padnani,"Amisha ""Amy"" Padnani is an American journalist who is an editor on the obituaries desk at The New York Times.[1] She is the creator of the Times series Overlooked, which features obituaries that tell the stories of individuals whose deaths were not originally reported by the Times, typically remarkable women and people of color.[2][3]","Journalist, editor",,,886.3627408993576,886.36
Tierney Thys,[126],1,"['climate change, environment, global issues, science, technology, animals, fish, biodiversity, marine biology, ocean']",True,https://en.wikipedia.org/wiki/Tierney_Thys,"Tierney Thys (born 1966) is an American marine biologist, science educator, and National Geographic explorer.[1][2] In 1988 she earned a degree in biology from Brown University, and in 1998 she earned a doctorate in biomechanics.[3] She was formerly the director of research at the Sea Studios Foundation.[4] She was also the science editor for The Shape of Life and director for Strange Days on Planet Earth.[1] She has also written, narrated and produced short films.[5] Since 2000 she and her coll","Biologist, filmmaker",,,8339.149489708785,2084.79
Tiffani Ashley Bell,[107692],1,"['collaboration, social change, community, activism, leadership, water']",False,,,,,,1340.3735059760957,1340.37
Tiffany Kagure Mugo,[10681],1,"['social change, Africa, gender, communication, personal growth, women, humanity, sex, society, identity, human body']",False,,,,,,545.3293413173652,545.33
Tiffany Watt Smith,[7592],1,"['culture, history, communication, language, personal growth, humanity, society, emotions']",False,,,,,,1629.0774526678142,1629.08
Tilak Mandadi,[69785],1,"['culture, business, death, social change, health, psychology, communication, leadership, work, personal growth, empathy, emotions']",False,,,,,,843.35455053043,843.35
Amy Powney,[118162],1,"['climate change, environment, sustainability, design, business, social change, humanity, fashion, Countdown']",False,,,,,,939.2147395171536,939.21
Tim Brown,[646],1,"['sustainability, design, business, art, history, product design, graphic design']",False,https://en.wikipedia.org/wiki/Tim_Brown,,,,,431.9261892669714,431.93
Amy Price Azano,[21940],1,"['disease, health, health care, medicine, Autism spectrum disorder']",True,https://en.wikipedia.org/wiki/Amy_Price,,Jewelry designer,"14 March 1878Handsworth, West Midlands, UK",,14.9584996009577,14.96
Tim Ferriss,[2799],1,"['success, work, personal growth, decision-making, humanity, fear, work-life balance, goals']",True,https://en.wikipedia.org/wiki/Tim_Ferriss,"Timothy Ferriss (born July 20, 1977) is an American entrepreneur, investor, author, podcaster, and lifestyle guru.[1][2] He is known for his 4-Hour self-help book series — including The 4-Hour Work Week, The 4-Hour Body, and The 4-Hour Chef[3] — that focused on lifestyle optimizations, but he has since reconsidered this approach.[4] He also supports scientific research into psychedelic treatments.[5]","Author, podcaster, investor","Timothy Ferriss (1977-07-20) July 20, 1977 (age 48)East Hampton, New York, U.S.",,4135.156755009696,4135.16
Tim Flannery,[48498],1,"['climate change, environment, science, sustainability, engineering, biosphere, innovation, biology, pollution, plants, ocean']",True,https://en.wikipedia.org/wiki/Tim_Flannery,,"Palaeontologist
Mammalogist
Science communicator
Author
Environmentalist
Climate change activist","Timothy Fridtjof Flannery (1956-01-28) 28 January 1956 (age 69)Melbourne, Victoria, Australia",,1428.1384343210968,1428.14
Tim Guinee,[66654],1,"['climate change, environment, social change, activism, leadership, Countdown']",True,https://en.wikipedia.org/wiki/Tim_Guinee,,ActorVolunteer firefighter,"(1962-11-18) November 18, 1962 (age 63)Los Angeles, California, U.S.",,697.423322683706,697.42
Amy Purdy,[1285],1,"['entertainment, happiness, personal growth, prosthetics, illness, TEDx']",True,https://en.wikipedia.org/wiki/Amy_Purdy,,,"Amy Michelle Purdy (1979-11-07) November 7, 1979 (age 46)Las Vegas, Nevada, U.S.",,457.8757327080891,457.88
Tim Jackson,[972],1,"['sustainability, economics, poverty, international development']",False,https://en.wikipedia.org/wiki/Tim_Jackson,,,,,220.84844653179192,220.85
