speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Juan Enriquez,"[1730, 71407, 50657, 33924, 26256, 2632, 2473, 1467, 193, 463, 80]",11,"['culture, technology, social media', 'science, technology, invention, DNA, biotech, genetics, nature, biology, TEDx, medical research, bioethics, synthetic biology, CRISPR', 'technology, future, history, humanity, ethics', 'environment, global issues, science, sustainability, DNA, genetics, nature, evolution, biology, future, history, potential, brain, biodiversity, humanity, conservation', 'science, technology, business, economics, robots, biology', 'science, technology, engineering, invention, DNA, biotech, genetics, collaboration, innovation, nature, evolution, biology, future, aging, brain, humanity, bacteria, society, chemistry, neuroscience, bioethics, human body', 'culture, science, technology, DNA, biotech, genetics, innovation, evolution, biology, future, history, astronomy, brain, biodiversity, Planets, TEDx, Autism spectrum disorder, bioethics, human body', 'social change, history, community, United States, humanity, society, immigration, policy, refugees', 'science, technology, business, biotech, energy, biodiversity', 'TED en Español', 'culture, science, technology, invention, business, DNA, biotech, genetics']",True,https://en.wikipedia.org/wiki/Juan_Enriquez,,,,,6336.756561600901,576.07
Al Gore,"[84188, 92787, 66654, 535, 83223, 1, 155791, 115855, 64693, 2441, 243]",11,"['climate change, global issues, science, activism', 'climate change, science, weather, Countdown', 'climate change, culture, environment, global issues, science, sustainability, technology, transportation, renewable energy', 'climate change, environment, global issues, science, sustainability, transportation, energy, pollution, solar energy, agriculture, manufacturing, Countdown', 'climate change, environment, sustainability, business, pollution, Countdown, fossil fuels', 'climate change, environment, science, sustainability, technology, social change, energy, solar energy, data, Countdown, renewable energy, fossil fuels', 'climate change, environment, social change, activism, leadership, Countdown', 'climate change, environment, global issues, science, sustainability, technology, business, social change, future, energy, pollution, finance, policy, Countdown, fossil fuels', 'climate change, science, energy, weather, electricity, renewable energy', 'climate change, environment, science, sustainability, technology, energy, ecology, natural resources, renewable energy, public speaking', 'climate change, science, innovation, leadership, energy, Countdown, renewable energy']",True,https://en.wikipedia.org/wiki/Al_Gore,,,"Albert Arnold Gore Jr. (1948-03-31) March 31, 1948 (age 77)Washington, D.C., U.S.",,15613.465349337404,1301.12
Hans Rosling,"[1101, 912, 540, 1455, 974, 695, 620, 140, 92]",9,"['culture, global issues, poverty, demo, data, public speaking', 'health, Africa, statistics, TEDx, data, international development, equality', 'global issues, economics, health, Africa, statistics, poverty, Asia, visualizations, international development, equality', 'global issues, economics, health, Africa, statistics, demo, Asia, visualizations, math, international development', 'culture, economics, women, data, electricity', 'global issues, science, technology, Africa, statistics, medicine, Asia, visualizations, math, data, international development, public speaking', 'technology, economics, health, statistics, Asia, visualizations, india', 'global issues, religion, TEDx, data, public speaking', 'global issues, disease, Africa, statistics, AIDS, visualizations, public speaking']",True,https://en.wikipedia.org/wiki/Hans_Rosling,,,"(1948-07-27)27 July 1948Uppsala, Sweden",Swedish,6385.993104934459,709.55
Chris Anderson,"[121113, 211, 72, 148297, 123235, 54715, 8420, 3633, 955]",9,"['climate change, environment, science, sustainability, social change, activism, leadership, society, Countdown', 'technology, invention, entrepreneur, computers, software, collaboration, interview, innovation, cancer, creativity, future, work, motivation, potential, AI, society, data, algorithm, driverless cars', 'culture, global issues, technology, business, philosophy, community, philanthropy', 'social change, philanthropy, personal growth, humanity, compassion, empathy, social media, Internet, Ideas', 'science, technology, computers, innovation, future, AI, machine learning', 'politics, technology, media, AI, law, democracy, social media, Internet, government, data, journalism', 'culture, technology, business, economics, entertainment, marketing', 'environment, science, sustainability, future, space, humanity, deextinction', 'global issues, science, technology, business, education, innovation, Internet']",False,https://en.wikipedia.org/wiki/Chris_Anderson,,,,,14390.270285376322,959.35
Jacqueline Novogratz,"[494, 157429, 65394, 1076, 644, 91, 155908, 157]",8,"['culture, global issues, economics, women in business, investing', 'climate change, global issues, sustainability, technology, innovation, social change, Africa, philanthropy, energy, solar energy, electricity, Countdown, renewable energy, investing', 'social change, activism, poverty, society, equality', 'culture, technology, business, entrepreneur, Africa, society, finance', 'global issues, invention, business, economics, innovation, Africa, philanthropy, poverty, women, finance, international development, equality', 'culture, business, entrepreneur, philanthropy, poverty, finance, international development, investing', 'global issues, business, philanthropy, medicine, poverty, women, women in business, finance, international development, investing', 'culture, global issues, business, activism, poverty, work, women']",True,https://en.wikipedia.org/wiki/Jacqueline_Novogratz,"Jacqueline Novogratz (born 1961) is an American entrepreneur and author. She is the founder and chief executive of Acumen, a non-profit venture capital fund whose goal is to use entrepreneurial approaches to address global poverty.[1]",Businesswoman,"(1961-03-15) March 15, 1961 (age 64)US",,7390.67961759385,923.83
Marco Tempest,"[51449, 1482, 1262, 1211, 1991, 1602, 1405]",7,"['technology, entertainment, magic', 'technology, entertainment, robots, magic', 'technology, design, entertainment, art, illusion, magic', 'technology, illusion, magic', 'science, technology, entertainment, robots, illusion, magic', 'science, technology, design, industrial design, invention, art, storytelling, visualizations, Internet', 'technology, design, entertainment, music, art, illusion, magic']",True,https://en.wikipedia.org/wiki/Marco_Tempest,"Marco Tempest (born December 3, 1964) is a Swiss magician based in New York City. He is known for his multimedia magic and use of interactive technology and computer graphics in his illusions[1] and presentations.[2] He stars in the eight-part television series The Virtual Magician[3] which has been broadcast in over 50 countries.[4]",,"(1964-12-03) December 3, 1964 (age 60) Zurich, Switzerland",,3735.816050992229,533.69
Bill Gates,"[2225, 1739, 1087, 91428, 64835, 767, 451]",7,"['global issues, science, technology, disease, health, health care, future, history, humanity, pandemic, coronavirus', 'education, aging, money, youth', 'global issues, science, technology, invention, business, energy, electricity', 'science, technology, business, education, health, philanthropy, insects, illness', 'culture, global issues, education, teaching', 'science, disease, health, health care, public health, Vaccines, virus, medical research, pandemic, coronavirus', 'global issues, disease, war, medicine, natural disaster, pandemic, ebola']",True,https://en.wikipedia.org/wiki/Bill_Gates,,Businessmanphilanthropistcomputer programmerwriter,"William Henry Gates III (1955-10-28) October 28, 1955 (age 70)Seattle, Washington, U.S.",,25892.75398352092,2876.97
Michael Green,"[110689, 77478, 63852, 26946, 2348, 2134, 1785]",7,"['global issues, economics, health, future, statistics, poverty, society, data, policy, international development, goals, equality', 'design, history, product design, identity, TEDx', 'climate change, environment, sustainability, design, architecture, innovation, resources, natural resources', 'design, engineering, architecture', 'global issues, economics, statistics, policy', 'design, community, sports, society, identity', 'global issues, economics, future, statistics, policy, international development, goals']",False,https://en.wikipedia.org/wiki/Michael_Green,,,,,3847.410293690836,549.63
Steven Pinker,"[158347, 1948, 164, 15274, 354, 163]",6,"['culture, science, psychology, philosophy, language, brain, books, kids', 'culture, psychology, philosophy, brain, consciousness', 'climate change, politics, history, statistics, war, happiness, pollution, violence, humanity, society, democracy, data', 'culture, psychology, language', 'economics, collaboration, innovation, social change, psychology, history, communication, activism, language, decision-making, society', 'culture, global issues, business, media, war, sociology, violence']",True,https://en.wikipedia.org/wiki/Steven_Pinker,,,"Steven Arthur Pinker (1954-09-18) September 18, 1954 (age 71)Montreal, Quebec, Canada",,7721.432567263093,1286.91
Rives,"[383, 108, 26, 1490, 148, 2000]",6,"['science, entertainment, nature, future, insects, humor, TEDx, Internet', 'entertainment, storytelling, spoken word, humor, Internet', 'entertainment, performance, memory, storytelling, poetry, spoken word', 'culture, entertainment, performance, love, philosophy, poetry', 'design, entertainment, media, love, storytelling, poetry, humor', 'entertainment, poetry, spoken word']",True,https://en.wikipedia.org/wiki/Rives,"Rive (plural: rives) is a French word meaning ""bank"" (of a river). It may also refer to:",,,,2145.365284471401,357.56
Julian Treasure,"[660, 2034, 1564, 1200, 965]",5,"['culture, social change, sound', 'design, architecture, sound', 'science, design, music, nature, psychology, sound', 'business, entertainment, music, cities, birds', 'culture, communication, sound']",False,,,,,,19535.396680188576,3907.08
Barry Schwartz,"[66136, 2324, 1043, 462, 93]",5,"['culture, business, economics, psychology, happiness, personal growth, potential, decision-making', 'social change, psychology, success, work, personal growth, society, equality', 'science, business, economics, psychology, happiness, work, TED Books', 'culture, global issues, philosophy, happiness, self', 'culture, global issues, business, social change, psychology, philosophy, self, society']",False,https://en.wikipedia.org/wiki/Barry_Schwartz,,,,,5136.840355563914,1027.37
Lawrence Lessig,"[1960, 139351, 1702, 871, 187]",5,"['technology, music, law, TEDx, Internet', 'politics, corruption, democracy, government', 'global issues, politics, corruption, law, democracy, government', 'technology, business, entertainment, creativity, law', 'politics, technology, social change, AI, democracy, social media, TEDx, Internet, machine learning']",True,https://en.wikipedia.org/wiki/Lawrence_Lessig,,,"Lester Lawrence Lessig III (1961-06-03) June 3, 1961 (age 64)Rapid City, South Dakota, U.S.",,2382.6285477387983,476.53
Paul Rucker,"[95866, 49399, 24865, 19413, 136306]",5,"['music, performance, TED Fellows, immigration', 'social change, art, community, activism, race, self, humanity, society, identity, TED Fellows', 'culture, music, history, war, photography', 'music, performance, TED Fellows']",False,,,,,,963.8820684936684,192.78
Stewart Brand,"[123, 598, 8420, 1690, 402]",5,"['technology, design, architecture, art, future', 'culture, global issues, technology, business, cities, urban planning, future, poverty', 'technology, biology, philosophy, deextinction', 'climate change, environment, global issues, sustainability, urban planning, future, Anthropocene, electricity, renewable energy, international development', 'environment, science, sustainability, future, space, humanity, deextinction']",True,https://en.wikipedia.org/wiki/Stewart_Brand,,Writereditorentrepreneur,"(1938-12-14) December 14, 1938 (age 86)Rockford, Illinois, United States",,1271.1285781787371,254.23
Dan Ariely,"[1212, 2229, 50957, 487, 1706]",5,"['business, leadership, work, motivation, productivity, TEDx, behavioral economics', 'science, technology, economics, cognitive science, medical research', 'culture, science, economics, psychology, motivation, brain, self, society', 'economics, cognitive science, psychology, motivation, decision-making, self, humanity, behavioral economics', 'economics, psychology, behavioral economics, equality']",True,https://en.wikipedia.org/wiki/Dan_Ariely,,,"(1967-04-29) April 29, 1967 (age 58)New York City, U.S.",,5759.661923605328,959.94
Eve Ensler,"[54214, 1205, 217, 751, 64]",5,"['culture, global issues, technology, activism, war, spoken word, women, violence', 'social change, gender, activism, self, literature, society, family, sexual violence, emotions', 'culture, global issues, entertainment, performance, gender, storytelling, happiness, theater, women', 'culture, cancer, activism, poetry, brain, human body', 'culture, social change, gender, self, women, feminism']",True,https://en.wikipedia.org/wiki/Eve_Ensler,,PlaywrightAuthorPerformerActivist,"Eve Ensler (1953-05-25) May 25, 1953 (age 72)New York City, U.S.",,2187.409358566884,437.48
Clay Shirky,"[1329, 896, 575, 1546, 274]",5,"['politics, technology, software, collaboration, future, law, social media, Internet, government', 'culture, technology, collaboration, community', 'culture, global issues, politics, technology, social change, communication, social media', 'culture, technology, business, collaboration, social change, cognitive science, society', 'politics, technology, business, media, creativity']",True,https://en.wikipedia.org/wiki/Clay_Shirky,,"Writer, consultant, lecturer","Clay Shirky1964 (age 60–61)Columbia, Missouri, U.S.",,2415.233356379663,402.54
Jane McGonigal,"[146814, 1866, 1501, 799]",4,"['global issues, design, computers, entertainment, gaming', 'science, technology, entertainment, social change, health, health care, cognitive science, psychology, philosophy, aging, happiness, medicine, motivation, self, gaming, illness, compassion, social media, body language, neuroscience', 'entertainment, performance, gaming', 'creativity, future, personal growth']",True,https://en.wikipedia.org/wiki/Jane_McGonigal,,"Game designer, game researcher","(1977-10-21) October 21, 1977 (age 48)Philadelphia, Pennsylvania, U.S.",,4872.621022230309,1218.16
Adam Grant,"[80686, 75615, 2652, 2474]",4,"['psychology, motivation, personal growth, mental health, pandemic, goals', 'invention, business, innovation, creativity, leadership, success, work, motivation, personal growth, potential, exploration, decision-making, curiosity', 'business, collaboration, psychology, community, leadership, anthropology, work, motivation, personal growth, self, society, behavioral economics, personality', 'psychology, personal growth, self, identity, curiosity, goals']",True,https://en.wikipedia.org/wiki/Adam_Grant,,Psychologistprofessorauthor,"(1981-08-13) August 13, 1981 (age 44)West Bloomfield, Michigan, U.S.",,13366.935810344066,3341.73
Jonathan Haidt,"[1389, 2625, 1642, 341]",4,"['culture, global issues, politics, evolution, psychology, brain, ethics', 'culture, evolution, religion', 'economics, media, interview, social change, evolution, psychology, philosophy, communication, community, religion, United States, decision-making, sociology, society, identity, democracy, social media, government, policy, equality', 'global issues, politics, psychology, society']",True,https://en.wikipedia.org/wiki/Jonathan_Haidt,,,"(1963-10-19) October 19, 1963 (age 62)New York City, U.S.",,3387.232195238589,677.45
Jonathan Drori,"[821, 556, 1185, 333]",4,"['environment, science, biology, insects, bees, sex, botany, plants', 'science, technology, media, education, illusion', 'environment, biology, bees, sex, botany', 'environment, science, biology, future, biodiversity, ecology, plants, gardening']",False,,,,,,620.5110950983786,155.13
Bjarke Ingels,"[50009, 42488, 634, 1340]",4,"['technology, engineering, invention, architecture, innovation, future, exploration, space, Mars', 'environment, sustainability, design, architecture, cities, creativity', 'climate change, environment, sustainability, design, architecture, cities, urban planning, creativity, infrastructure', 'sustainability, design, architecture, cities, TEDx']",True,https://en.wikipedia.org/wiki/Bjarke_Ingels,,Architect,"Bjarke Bundgaard Ingels (1974-10-02) 2 October 1974 (age 51)Copenhagen, Denmark",,1258.4525898862742,314.61
Jane Fonda,"[1313, 54394, 2394, 99568]",4,"['interview, gender, relationships, aging, personal growth, comedy, self, women, humanity, humor, identity, friendship', 'climate change, environment, politics, sustainability, social change, activism, society, protest', 'culture, health, aging, women, TEDx, personality', 'climate change, environment, politics, social change, activism, United States, Countdown, protest']",True,https://en.wikipedia.org/wiki/Jane_Fonda,,Actressactivist,"Jane Seymour Fonda (1937-12-21) December 21, 1937 (age 87)New York City, U.S.",,4122.485819056486,1030.62
Enric Sala,"[82093, 17850, 17733, 854]",4,"['climate change, environment, nature, fish, biodiversity, water, conservation, Countdown, ocean', 'environment, economics, biosphere, nature, fish, future, water, TED en Español, ocean', 'science, economics, fish, Mission Blue, marine biology, coral reefs, ocean']",True,https://en.wikipedia.org/wiki/Enric_Sala,"Enric Sala (born November 26, 1968, Girona) is a conservationist and former university professor. He has produced documentary films and other media with the aim of improving environmental awareness.",,"(1968-11-26) November 26, 1968 (age 57)Girona, Catalonia, Spain",,1596.9730630975623,399.24
David Brooks,"[1973, 40930, 2716, 1094]",4,"['politics, collaboration, social change, future, history, communication, United States, women, humanity, writing, identity, democracy, social media, government, journalism, immigration, policy, infrastructure, equality', 'psychology, philosophy, success, self, personality', 'culture, social change, relationships, happiness, United States, success, motivation, personal growth, society', 'culture, motivation, brain, society, emotions']",False,https://en.wikipedia.org/wiki/David_Brooks,,,,,3566.165370476647,891.54
John Doerr,"[83767, 17922, 128, 66457]",4,"['business, collaboration, future, leadership, success, work, motivation, personal growth, potential, goals', 'climate change, environment, global issues, sustainability, technology, investing', 'climate change, sustainability, technology, innovation, leadership, energy, Countdown', 'climate change, environment, sustainability, technology, innovation, leadership, energy, Countdown']",True,https://en.wikipedia.org/wiki/John_Doerr,,,"Louis John Doerr (1951-06-29) June 29, 1951 (age 74)St. Louis, Missouri, U.S.",,5692.748655330423,1423.19
Johan Rockström,"[66925, 26072, 945, 135902]",4,"['climate change, environment, global issues, cities, agriculture, Anthropocene', 'climate change, environment, science, nature, leadership, Countdown', 'climate change, environment, global issues, sustainability, energy, Anthropocene, renewable energy, international development, fossil fuels', 'climate change, environment, science, sustainability, nature, leadership, policy, Countdown']",True,https://en.wikipedia.org/wiki/Johan_Rockström,,,(1965-12-31) 31 December 1965 (age 59),,6681.953164673408,1670.49
Louie Schwartzberg,"[1969, 1283, 1140, 64338]",4,"['science, nature, evolution, film, insects, bees, beauty, botany, plants, gardening', 'global issues', 'culture, biology, photography, biodiversity, compassion, TEDx', 'nature, film, photography, insects, bacteria, nanotechnology']",True,https://en.wikipedia.org/wiki/Louie_Schwartzberg,"Louie Schwartzberg (born February 21, 1950) is an American director, producer, and cinematographer. Since 2004, Schwartzberg has worked as a director for films, including the 2019 film, Fantastic Fungi, and the 2014 Netflix series, Moving Art.","Film director, cinematographer","(1950-02-21) February 21, 1950 (age 75)Brooklyn, New York",,3884.3115007689184,971.08
Malcolm Gladwell,"[139364, 1831, 1255, 20]",4,"['social change, history, sociology, writing, crime, journalism, policy', 'culture, business, economics, media, food, consumerism, marketing, storytelling, decision-making', 'invention, war, drones', 'entertainment, history, storytelling, war, ancient world']",True,https://en.wikipedia.org/wiki/Malcolm_Gladwell,,"Non-fiction writer, journalist, public speaker","Malcolm Timothy Gladwell (1963-09-03) 3 September 1963 (age 62)Fareham, England",,7497.116537003317,1874.28
Dan Dennett,"[485, 116, 102, 94]",4,"['cognitive science, evolution, philosophy, religion, brain, atheism, consciousness', 'culture, entertainment, illusion, brain, visualizations, consciousness, self', 'food, animals, primates, evolution, biology, comedy, humanity, humor, sex, kids', 'culture, philosophy, religion']",True,https://en.wikipedia.org/wiki/Dan_Dennett,,,"Daniel Clement Dennett III(1942-03-28)March 28, 1942Boston, Massachusetts, U.S.",,2274.8959403941394,568.72
Margaret Heffernan,"[46585, 2283, 1773, 1533]",4,"['culture, global issues, corruption, women in business, TEDx', 'business, leadership, women in business', 'technology, business, entrepreneur, innovation, social change, creativity, future, leadership, work, AI, humanity, society, government, algorithm', 'business, leadership, work, TED Books']",True,https://en.wikipedia.org/wiki/Margaret_Heffernan,,Businesswoman,"1955 (age 69–70)Texas, USA",,4475.642176682246,1118.91
Halla Tómasdóttir,"[1030, 85424, 37800, 2621]",4,"['politics, business, social change, gender, activism, leadership, women in business, society, government', 'politics, business, women, women in business, feminism', 'culture, politics, media, social change, gender, motivation, women, democracy, government, television, equality', 'climate change, sustainability, collaboration, leadership, policy, Countdown']",True,https://en.wikipedia.org/wiki/Halla_Tómasdóttir,,,"(1968-10-11) 11 October 1968 (age 57)Reykjavík, Iceland",,2780.169356541317,695.04
Ngozi Okonjo-Iweala,"[70124, 2560, 152, 127]",4,"['global issues, business, corruption, women, women in business, investing', 'global issues, technology, business, economics, transportation, collaboration, education, Africa, future, war, potential, women, society, government, policy, natural resources, international development, goals, investing', 'education, social change, gender, future, leadership, personal growth, women, society, international development', 'global issues, business, economics, entrepreneur, health care, Africa, philanthropy, women, women in business, international development, investing']",True,https://en.wikipedia.org/wiki/Ngozi_Okonjo-Iweala,,,"(1954-06-13) 13 June 1954 (age 71)Ogwashi Ukwu, Nigeria",Nigeria (1954–present)United States (2019–present)[1],1533.7966427177585,383.45
Nicholas Negroponte,"[423, 41, 2043, 230]",4,"['technology, design, entertainment, media, future, film, demo, UX design', 'global issues, technology, design, entrepreneur, education, social change, philanthropy, kids', 'technology, computers, innovation, future, UX design', 'global issues, technology, design, computers, philanthropy, kids']",True,https://en.wikipedia.org/wiki/Nicholas_Negroponte,,Academic and computer scientist,"(1943-12-01) December 1, 1943 (age 82)New York City, New York",,832.1984573800087,208.05
Kevin Kelly,"[88884, 2645, 770, 19]",4,"['culture, science, technology, evolution, future, history, philosophy, decision-making', 'technology, computers, history, TEDx', 'technology, industrial design, invention, business, computers, collaboration, innovation, robots, future, decision-making, AI, humanity, society, Internet, data, algorithm, machine learning, driverless cars', 'global issues, technology, innovation, social change, future, history, potential, humanity, society']",False,https://en.wikipedia.org/wiki/Kevin_Kelly,,,,,2791.801345509829,697.95
Pico Iyer,"[2598, 46587, 2025, 1789]",4,"['culture, happiness, travel, writing', 'happiness, travel, TED Books, productivity, meditation, mindfulness, work-life balance', 'culture, history, sports, personal growth, humanity', 'illusion, aging, personal growth, self, humanity, writing, identity']",True,https://en.wikipedia.org/wiki/Pico_Iyer,,"Essayist, novelist","Siddharth Pico Raghavan Iyer[1] (1957-02-11) 11 February 1957 (age 68)[2]Oxford, England",,3429.774615798105,857.44
Ray Kurzweil,"[2015, 560, 132599, 38]",4,"['culture, science, technology, invention, business, biotech, robots, future', 'technology, evolution, future, brain, AI', 'science, technology, computers, education, future, nanotechnology', 'technology, innovation, future, AI, humanity, human body']",True,https://en.wikipedia.org/wiki/Ray_Kurzweil,,"Computer scientist
Author
Entrepreneur
Futurist
Inventor","Raymond Kurzweil (1948-02-12) February 12, 1948 (age 77)Queens, New York City, U.S.",,3321.1975635542226,830.3
Daniel Kraft,"[601, 25241, 76707, 1168]",4,"['science, innovation, health, health care, future, medicine, TEDx, medical research, pandemic, coronavirus', 'science, technology, design, health care, TEDx', 'science, technology, biotech, health, health care, biology, medicine', 'science, technology, invention, health, health care, future, product design, medicine, medical research, 3D printing, drugs']",True,https://en.wikipedia.org/wiki/Daniel_Kraft,"Daniel A. ""Dan"" Kraft is an American businessman. He is a son of Robert Kraft, and is president of the family-owned Kraft Group.",Businessman,Daniel A. Kraft,,1926.4597598414605,481.61
Robert Full,"[2014, 571, 280, 195]",4,"['technology, design, engineering, robots, animals, biology', 'science, technology, design, invention, robots, animals, biology, biomimicry, demo, insects', 'science, technology, design, transportation, robots, animals, evolution', 'science, technology, design, robots, evolution']",False,,,,,,773.7577098492665,193.44
Sarah Jones,"[115676, 2278, 1989, 527]",4,"['culture, performance, storytelling, theater, humanity, humor, identity', 'performance, future, theater, humor', 'culture, social change, gender, future, theater, personal growth, society, social media, diversity, inclusion', 'culture, performance, future, humor, sex']",False,https://en.wikipedia.org/wiki/Sarah_Jones,,,,,2298.5405412665395,574.64
Sarah Kay,"[118554, 43362, 1293, 1100]",4,"['entertainment, performance, art, storytelling, poetry, spoken word', 'entertainment, performance, storytelling, poetry, spoken word', 'performance, art, poetry, Life', 'entertainment, performance, storytelling, poetry, spoken word, TEDx']",True,https://en.wikipedia.org/wiki/Sarah_Kay,Sarah Kay is a professor of French at New York University.,,,,6581.855098318734,1316.37
Stefan Sagmeister,"[356, 1159, 649, 50]",4,"['design, innovation, creativity, art, happiness, work', 'design, art, film, happiness, motivation', 'design, education, art, happiness, work, humor', 'design, art, happiness, typography, graphic design']",True,https://en.wikipedia.org/wiki/Stefan_Sagmeister,"Stefan Sagmeister (born August 6, 1962) is an Austrian graphic designer, storyteller, and typographer based in New York City. In 1993, Sagmeister founded his company, Sagmeister Inc., to create designs for the music industry.[1] He has designed album covers for Lou Reed, OK Go, The Rolling Stones, David Byrne, Jay Z, Aerosmith, Talking Heads, Brian Eno and Pat Metheny.[2][3] From 2011 until 2019 he partnered with Jessica Walsh under the name Sagmeister & Walsh Inc.[4][5]",,"(1962-08-06) August 6, 1962 (age 63)Bregenz, Austria",Austrian,1543.140175231489,385.79
Steven Johnson,"[61, 80827, 961, 362]",4,"['culture, science, design, cities, urban planning, disease, health, history, maps', 'science, technology, collaboration, innovation, literature', 'global issues, design, cities, communication, community, Internet', 'science, technology, innovation, social change, health, health care, history, medicine, public health, society, human body']",False,https://en.wikipedia.org/wiki/Steven_Johnson,,,,,3309.7879833172,661.96
Danny Hillis,"[12799, 1693, 1346, 1082]",4,"['technology, computers, Internet', 'genetics, cancer, medical research', 'climate change, science, technology, social change, future, society, curiosity, Anthropocene', 'science, technology, engineering, DNA, genetics, computers, innovation, evolution, biology, future, history, math, code']",True,https://en.wikipedia.org/wiki/Danny_Hillis,,,"William Daniel Hillis (1956-09-25) September 25, 1956 (age 69)Baltimore, Maryland, U.S.",,1018.3084083897628,254.58
Latif Nasser,"[84188, 84189, 2455, 2285]",4,"['science, social change, health, health care, history, storytelling, medicine, empathy, medical research, drugs', 'environment, science, animals, nature, evolution, biology, history, paleontology, ancient world, curiosity, ecology', 'climate change, science, weather, Countdown', 'climate change, future, activism, leadership, Countdown']",True,https://en.wikipedia.org/wiki/Latif_Nasser,"Latif Abdul Nasser (/ˈlɑːtɪf/ LAH-tif; born July 21, 1986) [1] is a Canadian-American researcher, writer and presenter. He is the Director of Research and co-host at Radiolab and host of the Netflix show Connected.",,"(1986-07-21) July 21, 1986 (age 39)Mississauga, Ontario, Canada",,2093.633092101408,523.41
Tom Wujec,"[2179, 837, 694, 591]",4,"['technology, design, creativity, brain, visualizations, public speaking', 'science, technology, innovation, history, astronomy', 'design, business, collaboration, creativity, leadership', 'culture, design, business, entertainment, collaboration, psychology']",True,https://en.wikipedia.org/wiki/Tom_Wujec,,"Author, speaker","(1959-07-14) July 14, 1959 (age 66)Winnipeg, Manitoba",,2976.4772939010054,744.12
Yuval Noah Harari,"[94157, 2307, 16159, 2695]",4,"['politics, technology, biotech, social change, future, history, leadership, AI, humanity, society, democracy, government, algorithm', 'climate change, global issues, politics, technology, economics, media, collaboration, social change, evolution, future, history, war, violence, humanity, society, identity, democracy, government, journalism, international development', 'evolution, history, storytelling, humanity', 'climate change, global issues, politics, science, sustainability, economics, money, finance, policy, Countdown']",True,https://en.wikipedia.org/wiki/Yuval_Noah_Harari,,,"(1976-02-24) 24 February 1976 (age 49)Kiryat Ata, Israel",,12830.726373423617,2566.15
Derek Sivers,"[947, 814, 755]",3,"['psychology, storytelling, success, motivation, personal growth, self, goals', 'business, creativity, india, maps', 'business, entertainment, marketing, dance, leadership, Internet']",False,,,,,,4223.403232072296,1407.8
Jonathan Foley,"[124191, 135050, 1412]",3,"['climate change, environment, science, sustainability, technology, data, Countdown', 'environment, global issues, TEDx, agriculture', 'climate change, environment, science, sustainability, food, pollution, agriculture, data, Countdown']",False,,,,,,2253.232301106016,751.08
Bruce Feiler,"[93272, 1675, 1062]",3,"['culture, technology, engineering, software, parenting, family, youth, kids', 'storytelling, communication, motivation, personal growth, mental health, TEDx', 'culture, health, cancer, storytelling, community, personal growth, family']",True,https://en.wikipedia.org/wiki/Bruce_Feiler,,"Writer, journalist, television host","(1964-10-25) October 25, 1964 (age 61)Savannah, Georgia, U.S.",,2177.526794369945,725.84
Carole Cadwalladr,"[148289, 39331, 148297]",3,"['politics, technology, media, AI, law, democracy, social media, Internet, government, data, journalism', 'culture, global issues, politics, social change, future, history, leadership, law, society, democracy, social media, Internet, government, data', 'politics, technology, social change, activism, democracy, social media, Internet, government, data, journalism, protest']",True,https://en.wikipedia.org/wiki/Carole_Cadwalladr,,Journalist,"Carole Jane Cadwalladr1969 (age 55–56)Taunton, Somerset, England",,13096.28009343679,4365.43
Esther Perel,"[74840, 2252, 1669]",3,"['health, psychology, relationships, communication, community, work, personal growth, empathy, pandemic, emotions, coronavirus', 'culture, love, relationships, sex']",True,https://en.wikipedia.org/wiki/Esther_Perel,"Esther Perel (French: [pəʁɛl]; born August 13, 1958) is an American psychotherapist, known for her work on human relationships.[2]",,"(1958-08-13) August 13, 1958 (age 67)[1]Antwerp, Belgium",,12261.474208197424,4087.16
Beck Brachman,"[157723, 19831, 2648]",3,"['science, disease, health, medicine, brain, humanity, depression, mental health, chemistry, TED Fellows, neuroscience, medical research, PTSD, drugs', 'science, health, health care, history, happiness, medicine, brain, humanity, illness, depression, mental health, chemistry, neuroscience, TEDx, medical research, PTSD, drugs', 'science, innovation, disease, health, cancer, psychology, medicine, medical research']",False,,,,,,2410.593837957212,803.53
David Deutsch,"[50792, 666, 47]",3,"['science, technology, history, philosophy, religion, universe, physics, ancient world', 'science, evolution, future, universe, physics, Planets, space', 'climate change, culture, environment, global issues, science, technology, universe, physics']",True,https://en.wikipedia.org/wiki/David_Deutsch,,,"David Elieser Deutsch (1953-05-18) 18 May 1953 (age 72)[3]Haifa, Israel",,1688.829296034653,562.94
Andrew Solomon,"[2005, 1894, 1756]",3,"['culture, love, mental health, family, disability, kids', 'culture, medicine, depression, mental health, suicide, TEDx', 'culture, health, gender, depression, identity, LGBTQIA+']",True,https://en.wikipedia.org/wiki/Andrew_Solomon,"Andrew Solomon (born October 30, 1963) is an American writer on politics, culture and psychology, who lives in New York City and London. He has written for The New York Times, The New Yorker, Artforum, Travel and Leisure, and other publications on a range of subjects, including depression,[1] Soviet artists,[2] the cultural rebirth of Afghanistan,[3] Libyan politics,[4][5] and Deaf politics.[6]",Writer,"(1963-10-30) October 30, 1963 (age 62)Manhattan, New York, US",,6212.030035387821,2070.68
