speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
Gabe Whaley,1,5838.03,100.0,1,1,0,46.3031963374857
Gabe Zichermann,1,150.94,0.0,0,0,1,6.103679175259444
Gabriel Barcia-Colombo,1,169.24,0.0,0,0,1,6.136498964716266
Gabriel Heras,1,51.94,0.0,0,0,0,0.09277419172685612
Gabriel Kra,1,1515.63,0.0,0,0,0,2.7178013846261804
Gabriel Marmentini,1,921.49,0.0,0,0,0,1.6522522202613188
Gabriela,1,1011.52,0.0,0,0,0,1.813714823802182
Gabriela González,1,194.58,0.0,0,0,1,6.181944509242819
Gabriela Roa,1,4.76,0.0,0,0,0,0.008160111586259334
Gabriella Lascano,1,1436.25,0.0,0,0,0,2.5754388224905176
Gabrielle Rifkind,1,1141.66,0.0,0,0,1,7.880467252344904
Gabrielle Walker,1,1277.77,0.0,0,0,0,2.2912158589321923
Gaby Barrios,1,1180.37,0.0,0,0,0,2.1165356680527068
Gail Reed,1,220.39,0.0,0,0,0,0.39487766353023745
Gala Marija Vrbanic,1,1232.43,0.0,0,0,0,2.209901692048457
Galina Angarova,1,1354.1,0.0,0,0,0,2.4281084561583843
Galit Ariel,1,7.06,0.0,0,0,0,0.012285003157335482
Gangadhar Patil,1,746.43,0.0,0,0,0,1.3382941687688878
Gareth Thomas,1,1389.07,0.0,0,0,0,2.490824742349921
Garik Israelian,1,116.49,0.0,0,0,1,6.041895473249194
Garrett Lisi,1,339.53,0.0,0,0,1,6.441902349776509
Garry Cooper,1,1186.09,0.0,0,0,1,7.960149396911389
Garth Lenz,1,179.49,0.0,0,0,0,0.3215263308097964
Gary Barker,1,908.18,0.0,0,0,0,1.6283816520826124
Gary Flake,1,140.73,0.0,0,0,1,6.085368243546101
Gary Greenberg,1,250.9,0.0,0,0,1,6.282950549800649
Gary Haugen,1,526.8,0.0,0,0,1,6.777758195218
Gary Kovacs,1,471.85,0.0,0,0,1,6.6792091552916375
Gary Lauder,1,114.53,0.0,0,0,0,0.20502504539366312
Gary Liu,1,965.65,0.0,0,0,0,1.7314501384259804
Gary Marcus,1,1695.95,0.0,0,0,1,8.874548186663077
Gary Niekerk,1,3.41,0.0,0,0,0,0.005738979577149422
Gary Slutkin,1,204.33,0.0,0,0,1,6.1994304626419465
Gary Wolf,1,211.95,0.0,0,0,0,0.37974110489550583
Gaspard Koenig,1,25.59,0.0,0,0,0,0.045517281771266356
Gastón Acurio,1,298.05,0.0,0,0,1,6.36751082700771
Gautam Bhan,1,203.92,0.0,0,0,1,6.198695155883624
Gautam Shah,1,1213.06,0.0,0,0,1,8.008518234160052
Gavin McCormick,1,1222.41,0.0,0,0,0,2.191931512247508
Gavin Pretor-Pinney,1,309.27,0.0,0,0,1,6.387633124150089
Gavin Schmidt,1,333.39,0.0,0,0,1,6.430890682712853
Gay Gordon-Byrne,1,1923.75,0.0,0,0,0,3.4497364924468745
Gaya Herrington,1,1151.05,0.0,0,0,1,7.897307570541602
Gayle King,1,893.63,0.0,0,0,1,7.435642532182289
Ge Wang,1,300.56,0.0,0,0,1,6.372012339113536
Geena Rocero,1,888.57,0.0,0,0,1,7.426567770725923
Geert Chatrou,1,547.82,0.0,0,0,1,6.815456117315401
Geminelle,1,4.18,0.0,0,0,0,0.007119921537901002
Gemma Jackson,1,5.23,0.0,0,0,1,5.84235832707618
Gene Luen Yang,1,575.5,0.0,0,0,1,6.865098290657744
Genevieve Bell,1,1134.55,0.0,0,0,1,7.867715957096927
Genevieve von Petzinger,1,2838.46,100.0,1,1,0,40.9236741592888
Geoffrey Canada,1,557.71,0.0,0,0,1,6.833193151071028
Geoffrey West,1,319.76,0.0,0,0,1,6.406446216576434
George Ayittey,1,123.06,0.0,0,0,1,6.05367831569353
George Papandreou,1,186.21,0.0,0,0,1,6.166933490786337
George Steinmetz,1,180.15,0.0,0,0,1,6.156065298212111
George T. Whitesides,1,1256.14,0.0,0,0,1,8.085779246717426
George Takei,1,935.24,0.0,0,0,1,7.51026720099641
George Tulevski,1,569.01,0.0,0,0,0,1.0201036198383098
Georges C. Benjamin,1,962.41,0.0,0,0,1,7.558994724468644
Georgette Bennett,1,1357.68,0.0,0,0,0,2.434528939560321
Georgette Mulheir,1,198.53,0.0,0,0,1,6.189028562158363
Geraldine Hamilton,1,408.49,0.0,0,0,1,6.565577359664079
Gerard Ryle,1,339.1,0.0,0,0,1,6.44113117439583
Gerardo Reyes Chávez,1,859.45,0.0,0,0,0,1.5409877537093342
Germán Santillán,1,1247.4,0.0,0,0,0,2.236749355882809
Gero Miesenboeck,1,141.96,0.0,0,0,1,6.087574163821068
Ghada Wali,1,689.92,0.0,0,0,0,1.236947376298665
Giada Gerboni,1,579.96,0.0,0,0,0,1.039741690578868
Gian Giudice,1,513.75,0.0,0,0,1,6.7543539191299375
Gianluca Ambrosetti,1,6.5,0.0,0,0,0,0.011280681731334334
Giles Duley,1,54.25,0.0,0,0,1,5.930272320473638
Giles E.D. Oldroyd,1,1305.8,0.0,0,0,0,2.3414857331657855
Gill Hicks,1,291.6,0.0,0,0,1,6.355943196297517
Gillian Frame,1,0.72,0.0,0,0,1,5.834269952734635
Gillian Tett,1,1464.99,0.0,0,0,1,8.460337335682318
Gina Brillon,1,33.07,0.0,0,0,1,5.89228744939738
Gina Chavez,1,24.52,0.0,0,0,1,5.876953613339684
Gina Gutierrez,1,2004.61,0.0,0,0,0,3.5947533326369694
Gitte Frederiksen,1,1753.16,0.0,0,0,0,3.143795078051275
Giulia Enders,1,1752.33,0.0,0,0,1,8.97566183308798
Glen Henry,1,497.22,0.0,0,0,0,0.8913531998871984
Glen J. Golden,1,1062.42,0.0,0,0,0,1.905000467701215
Glenn Close,1,1005.59,0.0,0,0,1,7.6364350801378045
Glenn Greenwald,1,724.89,0.0,0,0,1,7.1330189653547285
Gloria Chan Packer,1,1932.27,0.0,0,0,1,9.298371828435563
Gloria Kasang Bulus,1,697.42,0.0,0,0,0,1.250398109682609
Gloria Steinem,1,940.62,0.0,0,0,1,7.519915860410493
Gokul Upadhyayula,1,111.76,0.0,0,0,0,0.20005724119719318
Golriz Lucina,1,961.19,0.0,0,0,0,1.7234514356403288
Golshifteh Farahani,1,1420.19,0.0,0,0,1,8.379991621602228
Gonzalo Muñoz,1,1146.24,0.0,0,0,0,2.055325864000172
Gonzalo Vilariño,1,181.14,0.0,0,0,0,0.32448549215426403
Gopal D. Patel,1,1001.68,0.0,0,0,0,1.7960674616024475
Gowri Shankar,1,1425.62,0.0,0,0,1,8.389729952572203
Grace Kim,1,842.02,0.0,0,0,0,1.5097282493250486
Grady Booch,1,946.03,0.0,0,0,1,7.529618322758111
Graham Allison,1,1830.35,0.0,0,0,1,9.115585328903354
Graham Hawkes,1,71.28,0.0,0,0,1,5.96081445241078
Graham Shaw,1,14790.53,100.0,1,1,0,62.35888842012014
Graham Worthy,1,5.95,0.0,0,0,0,0.010294294616511778
Greg Anderson,1,951.91,0.0,0,0,0,1.7068083948665953
Greg Asner,1,193.94,0.0,0,0,1,6.18079671332739
Greg Brockman,1,4209.65,100.0,1,1,1,49.21616427665068
Greg De Temmerman,1,1112.78,0.0,0,0,0,1.9953176587966037
Greg Lukianoff,1,2073.98,0.0,0,0,1,9.55251895214739
Greg Lynn,1,76.51,0.0,0,0,1,5.970194097157185
Greg Stone,1,100.26,0.0,0,0,1,6.012788086206339
Gregg Garn,1,4.16,0.0,0,0,0,0.007084052915543818
Gregory Berns,1,1401.51,0.0,0,0,1,8.346490328320616
Gregory Heyworth,1,245.1,0.0,0,0,0,0.43919334645253816
Gregory Petsko,1,172.68,0.0,0,0,1,6.142668367761702
Gregory Stock,1,95.36,0.0,0,0,1,6.00400027372883
Greta Thunberg,1,2617.29,100.0,1,1,1,46.36037630181641
Grégoire Courtine,1,234.83,0.0,0,0,1,6.254130111736651
Guadalupe Nogués,1,1257.81,0.0,0,0,0,2.255418973819723
Guillaume Néry,1,337.97,0.0,0,0,1,6.4391045972326495
Gunjan Bhardwaj,1,6.95,0.0,0,0,1,5.845443028598899
Guntur V. Subbarao,1,346.05,0.0,0,0,0,0.6202402178004239
Gus Casely-Hayford,1,447.83,0.0,0,0,1,6.636130939840661
Gus Worland,1,1820.76,0.0,0,0,1,9.098386324483084
Gustavo Dudamel,1,504.68,0.0,0,0,1,6.7380874988909545
Guy Harvey,1,16.34,0.0,0,0,1,5.862283346795596
Guy Hoffman,1,718.42,0.0,0,0,1,7.12141546602218
Guy-Philippe Goldstein,1,117.74,0.0,0,0,0,0.21078195928199117
Gwen Yi Wong,1,14.18,0.0,0,0,0,0.025054232716492944
Gwynne Shotwell,1,1352.28,0.0,0,0,1,8.25819971438841
H.E. Ellen Johnson Sirleaf,1,1011.79,0.0,0,0,0,1.8141990502040037
HEAVY BOOTS,1,25.04,0.0,0,0,0,0.0445308946564438
HY William Chan,1,7.61,0.0,0,0,0,0.013271390272158038
Haas,1,498.46,0.0,0,0,0,0.8935770544733437
Haaziq Kazi,1,34.06,0.0,0,0,1,5.894062946204061
Hadi Eldebek,1,512.83,0.0,0,0,0,0.9193486596369803
Hadyn Parry,1,226.42,0.0,0,0,0,0.4056920531709284
Hahn,1,498.46,0.0,0,0,0,0.8935770544733437
Hailey Hardcastle,1,1965.65,0.0,0,0,0,3.5248812562851755
Hajer Sharief,1,1626.78,0.0,0,0,1,8.750496556240757
Hal Harvey,1,835.87,0.0,0,0,1,7.332053950814743
Haley Stack,1,6.74,0.0,0,0,0,0.01171110519962054
Haley Van Dyck,1,336.74,0.0,0,0,0,0.6035433740931547
Halima Aden,1,632.75,0.0,0,0,1,6.967772222155183
Hamdi Ulukaya,1,1949.59,0.0,0,0,1,9.329434055396884
Hamish Jolly,1,674.13,0.0,0,0,0,1.2086290989476685
Hamish McKenzie,1,1797.52,0.0,0,0,0,3.223351682439509
Handspring Puppet Co.,1,406.84,0.0,0,0,0,0.7292628954550842
Hani Goodarzi,1,909.06,0.0,0,0,0,1.6299598714663288
Hanjo Seibert,1,946.67,0.0,0,0,0,1.6974108158090129
Hank Willis Thomas,1,357.74,0.0,0,0,1,6.474560730432725
Hanna Rosin,1,213.83,0.0,0,0,1,6.216468058261608
Hannah Boquet,1,3546.61,100.0,1,1,0,42.193692405400796
Hannah Brencher,1,862.99,0.0,0,0,0,1.5473364998665557
Hannah Bürckstümmer,1,528.33,0.0,0,0,0,0.9471468419637977
Hannah Fisher,1,3.19,0.0,0,0,0,0.005344424731220399
Hannah Gadsby,1,1482.94,0.0,0,0,1,8.492529424247891
Hannah Ritchie,1,1678.61,0.0,0,0,1,8.843450091079399
Hans,1,1646.24,0.0,0,0,0,2.95204142292977
Hans Block,1,943.21,0.0,0,0,0,1.6912055441412204
Harald Eia,1,991.43,0.0,0,0,1,7.611040095508918
Hari Nef,1,60.15,0.0,0,0,1,5.940853564069007
Harish Manwani,1,432.33,0.0,0,0,1,6.6083327575138435
Harjeet Singh,1,3325.56,100.0,1,1,1,47.63060975966255
Harrison Chase,1,23.36,0.0,0,0,1,5.874873233242967
Harrison Scott Key,1,60.99,0.0,0,0,1,5.942360046208009
Harry Cliff,1,766.69,0.0,0,0,0,1.3746290832167154
Harsha Bhogle,1,196.82,0.0,0,0,1,6.185961794946824
Hartmut Neven,1,2545.66,100.0,1,1,1,46.23191283084416
Harvey Fineberg,1,216.69,0.0,0,0,1,6.221597271258686
Harvey Mason jr.,1,1403.64,0.0,0,0,1,8.350310336601657
Hasan Elahi,1,184.33,0.0,0,0,1,6.163561840284762
Hasan Kwame Jeffries,1,1117.21,0.0,0,0,1,7.836617861513248
Hasini Jayatilaka,1,705.74,0.0,0,0,0,1.2653194565831976
Hawa Abdi + Deqo Mohamed,1,90.64,0.0,0,0,1,5.995535278852534
Hayley Yeates,1,68.27,0.0,0,0,0,0.1220609218814968
Heart of Mind,1,1.04,0.0,0,0,0,0.0014885478278231317
Heather Barnett,1,354.14,0.0,0,0,1,6.468104378408432
Heather Brooke,1,234.16,0.0,0,0,1,6.252928512887686
Heather C. McGhee,1,1336.09,0.0,0,0,1,8.229164064590266
Heather Knight,1,171.07,0.0,0,0,1,6.139780943661949
Heather Lanier,1,1060.9,0.0,0,0,0,1.902274452402069
Heather Meeker,1,11.09,0.0,0,0,0,0.019512530562308034
Hector Garcia,1,364.05,0.0,0,0,0,0.6525219779218894
Hector Ruiz,1,57.02,0.0,0,0,1,5.935240124670108
Heejae Lim,1,1660.62,0.0,0,0,0,2.977830962404585
Heidi Boisvert,1,942.83,0.0,0,0,0,1.690524040316434
Heidi Grant,1,3538.61,0.0,0,0,0,6.345876667432974
Heidi Hammel,1,1370.04,0.0,0,0,1,8.290051051041587
Heidi Larson,1,201.48,0.0,0,0,1,6.194319183956047
Heidi M. Sosik,1,534.03,0.0,0,0,0,0.9573693993355951
Heidi Sørensen,1,1264.49,0.0,0,0,1,8.10075439655155
Helder Guimarães,1,580.73,0.0,0,0,0,1.0411226325396195
Helen Czerski,1,643.92,0.0,0,0,1,6.9878048477416685
Helen Gillet,1,177.24,0.0,0,0,0,0.31749111079461323
Helen Marriage,1,164.94,0.0,0,0,0,0.2954319080449451
Helen Pearson,1,1037.9,0.0,0,0,1,7.694380839555835
Helen Toner,1,1024.56,0.0,0,0,1,7.670456468443593
Helen Tupper,1,1223.01,0.0,0,0,0,2.1930075709182226
Helianti Hilman,1,1381.34,0.0,0,0,1,8.310316822673396
Hendrik Poinar,1,256.74,0.0,0,0,1,6.293424187528947
Heni Ozi Cukier,1,4445.45,100.0,1,1,1,49.639055334241874
Henna Pryor,1,1290.89,0.0,0,0,0,2.314745675198505
Henna-Maria Uusitupa,1,1199.41,0.0,0,0,0,2.150682596536746
Henrietta Fore,1,750.21,0.0,0,0,1,7.178428641258923
Henry Evans,1,294.12,0.0,0,0,0,0.5271073398499959
Henry Lin,1,339.29,0.0,0,0,0,0.6081166234436958
Henry Markram,1,270.61,0.0,0,0,1,6.318299077133655
Herbie Hancock,1,145.4,0.0,0,0,1,6.093743566866504
Heribert Watzke,1,343.81,0.0,0,0,0,0.6162229320964193
Herman Narula,1,884.47,0.0,0,0,1,7.419214703142699
Herminia Ibarra,1,46.53,0.0,0,0,1,5.9164270322437655
Hernán Casciari,1,425.21,0.0,0,0,0,0.7622082250901577
Hetain Patel,1,715.22,0.0,0,0,1,7.11567648644503
Hilary Cottam,1,251.03,0.0,0,0,1,6.28318369584597
Hilde Stenuit,1,66.11,0.0,0,0,0,0.11818711066692095
Hillel Cooperman,1,221.2,0.0,0,0,0,0.3963303427357034
Hindou Oumarou Ibrahim,1,670.93,0.0,0,0,1,7.036245422235046
Hiroki Koga,1,1462.69,0.0,0,0,0,2.622857141246715
Hiromi Ozaki,1,10.18,0.0,0,0,1,5.851235811109583
His Holiness the Karmapa,1,194.26,0.0,0,0,1,6.181370611285104
Hod Lipson,1,233.06,0.0,0,0,1,6.250955738658042
Holley Moyes,1,13.18,0.0,0,0,0,0.023260801598633755
Holly Herndon,1,1548.1,0.0,0,0,1,8.609389395887595
Holly Morris,1,271.95,0.0,0,0,0,0.48734697196705756
Homaro Cantu + Ben Roche,1,197.88,0.0,0,0,1,6.187862831931755
Hongqiao Liu,1,1173.13,0.0,0,0,0,2.1035512267594063
Howard C. Stevenson,1,927.17,0.0,0,0,0,1.6624389090107587
Howard Rheingold,1,213.56,0.0,0,0,1,6.215983831859787
Howard Taylor,1,19.58,0.0,0,0,0,0.03473876075293259
Hrishikesh Hirway,1,2326.15,100.0,1,1,1,45.838236766162886
Hrund Gunnsteinsdóttir,1,1962.2,0.0,0,0,0,3.5186939189285606
Hu Liang,1,3.64,0.0,0,0,1,5.839506771598784
Huang Hung,1,1117.22,0.0,0,0,1,7.836635795824427
Huang Yi,1,185.3,0.0,0,0,0,0.33194616560455836
Hubertus Knabe,1,310.87,0.0,0,0,1,6.390502613938665
Hugh Evans,1,654.55,0.0,0,0,0,1.1735137176599852
Hui-wen Sato,1,35.99,0.0,0,0,0,0.06416896539700198
Huma Yusuf,1,1293.91,0.0,0,0,0,2.32016183717444
Hyeonmi Kim,1,1378.77,0.0,0,0,0,2.472352401835971
Hyeonseo Lee,1,5791.02,100.0,1,1,1,52.05224244349967
IN-Q,1,16.6,0.0,0,0,1,5.86274963888624
Iain Hutchison,1,126.48,0.0,0,0,0,0.2264565472520805
Ian Barnes,1,18.61,0.0,0,0,0,0.032999132568609174
Ian Bassin,1,1031.69,0.0,0,0,1,7.68324363231393
Ian Chang,1,13.99,0.0,0,0,1,5.858068783668627
Ian Firth,1,476.16,0.0,0,0,1,6.686938843409611
Ian Goldin,1,222.99,0.0,0,0,1,6.232895887301199
Ian Kerner,1,346.46,0.0,0,0,1,6.454330827423273
Ian Ritchie,1,128.83,0.0,0,0,0,0.2306711103790496
Ian Strange,1,6.68,0.0,0,0,0,0.011603499332548988
Ibram X. Kendi,1,1576.3,0.0,0,0,1,8.659964153411225
Iké Udé,1,101.83,0.0,0,0,1,6.015603773061379
Ilissa Ocko,1,1625.22,0.0,0,0,0,2.9143435008323695
Ilona Stengel,1,483.83,0.0,0,0,0,0.8673391572190636
Ilyena Hirskyj-Douglas,1,1913.17,0.0,0,0,0,3.430761991219925
Ilyess El Kortbi,1,3.28,0.0,0,0,1,5.838861136396355
Imogen Heap,1,192.42,0.0,0,0,1,6.178070698028243
Imogen Malpas,1,40.9,0.0,0,0,0,0.07297471218569061
Improv Everywhere,1,685.9,0.0,0,0,1,7.063093086069398
Imran Chaudhri,1,3942.08,100.0,1,1,1,48.736295912445094
Inara George,1,50.51,0.0,0,0,1,5.923564888092845
Indre Viskontas,1,40.13,0.0,0,0,1,5.904949073089467
Inge Missmahl,1,84.22,0.0,0,0,0,0.15066614821135096
Ingrid Betancourt,1,351.68,0.0,0,0,1,6.463692537858498
Ingrid Fetell Lee,1,1180.46,0.0,0,0,0,2.116697076853314
Inhi Cho Suh,1,6.49,0.0,0,0,0,0.011262747420155742
Inés Hercovich,1,241.68,0.0,0,0,0,0.4330598120294597
Ione Wells,1,404.72,0.0,0,0,0,0.725460821485223
Ipsita Dasgupta,1,719.51,0.0,0,0,0,1.2900150030761184
Iqbal Quadir,1,94.11,0.0,0,0,1,6.001758484831506
Ira Bedzow,1,1615.07,0.0,0,0,0,2.896140174986099
Irena Arslanova,1,1482.27,0.0,0,0,0,2.657972522534398
Irene Mora,1,42.57,0.0,0,0,0,0.07596974215251548
Irina Karamanos Adrian,1,1160.35,0.0,0,0,1,7.913986479937694
Irina Kareva,1,463.5,0.0,0,0,0,0.8308787025929862
Irma L. Olguin Jr.,1,1769.84,0.0,0,0,0,3.173709509097166
Irwin Redlener,1,134.68,0.0,0,0,1,6.0745179852830535
Isaac Lidsky,1,1126.22,0.0,0,0,1,7.852776675885159
Isaac Mizrahi,1,219.04,0.0,0,0,1,6.225811834385655
Isaac Saul,1,1024.22,0.0,0,0,1,7.669846701863523
Isabel Behncke,1,200.69,0.0,0,0,1,6.192902373372939
Isabel Wijsen,1,560.1,0.0,0,0,1,6.837479451442712
Isabel Wilkerson,1,1042.87,0.0,0,0,1,7.703294192211596
Isabella Kirkland,1,996.7,0.0,0,0,1,7.620491477500037
Isabelle Boemeke,1,1553.47,0.0,0,0,1,8.6190201209905
Isadora Kosofsky,1,219.09,0.0,0,0,0,0.39254620307702054
Isata Kanneh-Mason,1,2.09,0.0,0,0,1,5.836726953366103
Ise Lyfe,1,2.93,0.0,0,0,1,5.838233435505105
Isha Datar,1,1602.15,0.0,0,0,1,8.706324347807886
Ishan Bhabha,1,786.84,0.0,0,0,0,1.4107667202415781
Ismael Nazario,1,416.24,0.0,0,0,0,0.7461211479629607
Itamar Mann,1,952.61,0.0,0,0,0,1.7080637966490966
Itay Talgam,1,769.03,0.0,0,0,1,7.212181014897033
Ivan Coyote,1,514.27,0.0,0,0,1,6.7552865033112255
Ivan Krastev,1,165.47,0.0,0,0,1,6.1297377294019375
Ivan Oransky,1,150.1,0.0,0,0,1,6.102172693120441
Ivan Poupyrev,1,270.89,0.0,0,0,0,0.48544593498212674
Ivonne Roman,1,871.5,0.0,0,0,0,1.5625985986795377
Iwan Baan,1,381.3,0.0,0,0,1,6.516813967569488
Iyad Rahwan,1,438.79,0.0,0,0,1,6.619918322535214
J Mase III,1,1348.7,0.0,0,0,1,8.251779230986473
J. Marshall Shepherd,1,1202.5,0.0,0,0,1,7.989579601555458
J.D. Vance,1,1286.54,0.0,0,0,1,8.140299552700347
J.J. Abrams,1,688.64,0.0,0,0,1,7.068007087332333
JA Collective,1,151.35,0.0,0,0,0,0.2710591791532387
JD Schramm,1,389.62,0.0,0,0,0,0.698380011605549
JP Rangaswami,1,153.21,0.0,0,0,0,0.27439496103245675
Jaap de Roode,1,3189.42,0.0,0,0,0,5.719628455387722
Jacek Utko,1,196.84,0.0,0,0,0,0.35264236070465343
Jack Andraka,1,1160.88,0.0,0,0,1,7.914936998430158
Jack Choi,1,223.01,0.0,0,0,0,0.3995764530590285
Jack Conte,1,477.12,0.0,0,0,1,6.688660537282757
Jack Dorsey,1,989.94,0.0,0,0,1,7.608367883143307
Jack Foster,1,5.37,0.0,0,0,0,0.009254104568153444
Jack Levis,1,15.41,0.0,0,0,0,0.027260152991459757
Jack Sinclair,1,6.3,0.0,0,0,0,0.010921995507762496
Jackie Gartner-Schmidt,1,117.89,0.0,0,0,0,0.21105097394966998
Jackie Savitz,1,325.62,0.0,0,0,0,0.5836004200625604
Jackie Tabick,1,38.75,0.0,0,0,1,5.902474138146821
Jackson Bird,1,705.06,0.0,0,0,1,7.09745522628758
Jackson Browne,1,134.67,0.0,0,0,1,6.074500050971875
Jackson Katz,1,661.14,0.0,0,0,1,7.018687731591204
Jacob Collier,1,437.74,0.0,0,0,1,6.6180352198614605
Jacqueline DiBiasie-Sammons,1,295.22,0.0,0,0,0,0.529080114079641
Jacqueline Woodson,1,1360.91,0.0,0,0,1,8.273677024935534
Jacy Reese Anthis,1,67.95,0.0,0,0,1,5.9548423267883095
Jad Abumrad,1,1546.88,0.0,0,0,1,8.607201409923809
Jade Begay,1,19.25,0.0,0,0,0,0.03414692848403906
Jae Rhim Lee,1,356.89,0.0,0,0,1,6.473036313982544
Jaime Lerner,1,127.58,0.0,0,0,1,6.061784624346253
Jaime Rojo,1,1205.22,0.0,0,0,0,2.1611024313315084
Jaime Seeman,1,4034.07,100.0,1,1,0,43.067918338112435
Jake Barton,1,189.33,0.0,0,0,1,6.172528995874059
Jake Wood,1,127.6,0.0,0,0,1,6.06182049296861
Jakob Magolan,1,741.33,0.0,0,0,0,1.3291476700678062
Jakob Trollback,1,87.2,0.0,0,0,0,0.15601057294257137
Jamais Cascio,1,43.9,0.0,0,0,1,5.911710308403795
James A. White Sr.,1,353.38,0.0,0,0,0,0.6333860678943317
James B. Glattfelder,1,639.92,0.0,0,0,0,1.147275820405705
James Balog,1,194.06,0.0,0,0,1,6.181011925061532
James Beacham,1,514.65,0.0,0,0,0,0.9226127042714839
James Bickerton,1,8.03,0.0,0,0,0,0.0140246313416589
James Bridle,1,2906.1,100.0,1,1,1,46.87833714296533
James Burchfield,1,141.87,0.0,0,0,0,0.2540574521559335
James Cameron,1,423.57,0.0,0,0,1,6.592622300921397
James Curleigh,1,17.05,0.0,0,0,0,0.030201380024748835
James Flynn,1,1095.47,0.0,0,0,0,1.9642733661464615
James Forbes,1,45.2,0.0,0,0,0,0.08068646599248518
James Geary,1,193.71,0.0,0,0,1,6.1803842241702815
James Green,1,584.47,0.0,0,0,0,1.0478300649204129
James Hansen,1,346.71,0.0,0,0,1,6.454779185202737
James Hodge,1,1345.62,0.0,0,0,0,2.412900160278939
James Howard Kunstler,1,350.85,0.0,0,0,1,6.462203990030675
James Irungu Mwangi,1,1402.81,0.0,0,0,0,2.515466485909306
James K. Thornton,1,1305.74,0.0,0,0,0,2.341378127298714
James Keblas,1,2.11,0.0,0,0,0,0.0034075191239324692
James Kozloski,1,3.47,0.0,0,0,0,0.005846585444220975
James Lyne,1,420.56,0.0,0,0,0,0.7538687703921125
James Mnyupe,1,2485.01,100.0,1,1,0,40.28978593068147
James Orsulak,1,10.92,0.0,0,0,0,0.019207647272271974
James Patten,1,265.43,0.0,0,0,1,6.3090091039431435
James Randi,1,1162.06,0.0,0,0,1,7.917053247149232
James Rhee,1,1579.61,0.0,0,0,1,8.665900410411338
James Stavridis,1,162.62,0.0,0,0,1,6.124626450716039
James Surowiecki,1,90.11,0.0,0,0,1,5.99458476036007
James Watson,1,316.22,0.0,0,0,1,6.400097470419211
Jamey Stillings,1,9.9,0.0,0,0,1,5.850733650396583
Jamie Bartlett,1,1546.01,0.0,0,0,1,8.60564112485127
Jamie C. Beard,1,1396.36,0.0,0,0,0,2.5038988551991137
Jamie Drummond,1,128.13,0.0,0,0,0,0.22941570859654814
Jamie Heywood,1,108.1,0.0,0,0,1,6.026848586170356
Jamie Oliver,1,970.03,0.0,0,0,1,7.572660669586731
Jamie Paik,1,366.59,0.0,0,0,1,6.490432595825779
Jamie Woolf,1,2685.72,100.0,1,1,1,46.48310079321152
Jamil Abu-Wardeh,1,222.83,0.0,0,0,0,0.3992536354578139
Jamila Gordon,1,873.53,0.0,0,0,1,7.3995945667133185
Jamila Lyiscott,1,1396.39,0.0,0,0,1,8.337307960997178
Jamila Raqib,1,320.87,0.0,0,0,1,6.4084369251172575
Jan Chipchase,1,129.5,0.0,0,0,1,6.065228012092542
Jan Denecker,1,20.91,0.0,0,0,0,0.03712402413968533
Jan Rader,1,780.8,0.0,0,0,0,1.3999343962897086
Jan Wurzbacher,1,1570.74,0.0,0,0,0,2.8166373735314005
Jane Chen,1,185.09,0.0,0,0,1,6.164924847934335
Jane Ferguson,1,856.68,0.0,0,0,1,7.369375252377392
Jane Poynter,1,228.11,0.0,0,0,1,6.242078254624637
Jane Velkovski,1,1406.76,0.0,0,0,0,2.5225505388248504
Jane Walsh,1,1275.36,0.0,0,0,1,8.12024899280268
Jane Zelikova,1,1341.44,0.0,0,0,1,8.238758921070815
Janelle Shane,1,1573.07,0.0,0,0,1,8.65417137090054
Janet Echelman,1,494.33,0.0,0,0,1,6.719525486821112
Janet Stovall,1,967.12,0.0,0,0,0,1.7340864821692337
Janette Sadik-Khan,1,244.47,0.0,0,0,1,6.271418787712814
Janine Shepherd,1,398.35,0.0,0,0,1,6.547391968128986
Janine di Giovanni,1,252.66,0.0,0,0,1,6.286106988568081
Janna Levin,1,256.4,0.0,0,0,1,6.292814420948874
Janne Willems,1,26.33,0.0,0,0,0,0.04684442079848216
Jared Ficklin,1,150.96,0.0,0,0,0,0.2703597410172736
Jared Freid,1,90.46,0.0,0,0,1,5.995212461251319
Jared Hill,1,3.89,0.0,0,0,0,0.006599826513721836
Jared Kleinert,1,9.48,0.0,0,0,0,0.016625106462554735
Jaron Lanier,1,1315.7,0.0,0,0,1,8.192596004097117
Jarrell Daniels,1,867.0,0.0,0,0,0,1.5545281586491713
Jarreth Merz,1,85.72,0.0,0,0,0,0.15335629488813973
Jasmine Cho,1,25.45,0.0,0,0,0,0.04526620141476607
Jasmine Crowe,1,1057.06,0.0,0,0,1,7.728742979774017
Jasmine Crowe-Houston,1,1700.39,0.0,0,0,0,3.0491557179618454
Jason B. Rosenthal,1,978.81,0.0,0,0,0,1.7550516919370076
Jason Clay,1,98.08,0.0,0,0,0,0.17552310350487937
Jason Fried,1,1166.84,0.0,0,0,1,7.925625847892599
Jason Huang,1,1206.81,0.0,0,0,1,7.997309289673431
Jason Jay,1,7.88,0.0,0,0,0,0.013755616673980021
Jason McCue,1,178.46,0.0,0,0,1,6.153034399622928
Jason Pontin,1,384.32,0.0,0,0,1,6.522230129545423
Jason Rugolo,1,1351.31,0.0,0,0,0,2.4231047833395576
